Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg,Product_Volume_m3,Material_Name,Material_Density,Cost_per_kg,Material_CO2_Factor
140,2025-08-13,Laptop,Electronics,1.72,0.23,30,19,2.0,8,True,Road,153,Mushroom Pkg (Mycelium),2.29,0.132,0.00114,Food-Grade Mushroom Mycelium,146,5.1,0.486
141,2025-05-12,Winter Jacket,Clothing,1.38,3.7,49,42,9.0,2,True,Air,1884,Kraft Paper Mailer,1.88,17.427,0.018522,Single-Ply Kraft Paper,742,0.91,0.742
142,2025-05-10,Shampoo,Beauty,0.72,0.19,19,7,7.0,4,True,Road,539,PLA Bioplastic,1.09,0.194,0.000931,Lightweight PET Plastic,1082,0.97,1.941
143,2025-07-15,Ceramic Vase,Home Decor,2.41,1.26,14,15,30.0,10,False,Air,2387,Mushroom Pkg (Mycelium),2.96,14.382,0.0063,Food-Grade Mushroom Mycelium,146,5.1,0.486
144,2025-06-08,Sneakers,Clothing,1.14,1.25,29,18,12.0,5,False,Air,2963,Kraft Paper Mailer,1.5,9.259,0.006264,Single-Ply Kraft Paper,742,0.91,0.742
145,2025-02-21,Glass Table,Furniture,16.97,5.55,94,59,5.0,10,False,Road,2374,Mushroom Pkg (Mycelium),8.79,20.143,0.02773,Food-Grade Mushroom Mycelium,146,5.1,0.486
146,2025-09-28,Office Chair,Furniture,10.44,42.03,61,65,53.0,6,False,Road,269,Wood Crate,18.01,5.653,0.210145,Lightweight Plywood,515,2.23,0.535
147,2025-09-15,55-Inch TV,Electronics,18.73,6.6,127,65,4.0,10,True,Road,1357,Mushroom Pkg (Mycelium),9.49,12.708,0.03302,Food-Grade Mushroom Mycelium,146,5.1,0.486
148,2025-08-25,Perfume Bottle,Beauty,0.28,0.04,9,5,5.0,9,True,Road,293,Mushroom Pkg (Mycelium),1.91,0.041,0.000225,Food-Grade Mushroom Mycelium,146,5.1,0.486
149,2025-02-02,Sneakers,Clothing,1.03,1.53,31,19,13.0,4,False,Air,2107,Kraft Paper Mailer,1.41,8.059,0.007657,Single-Ply Kraft Paper,742,0.91,0.742
150,2025-12-24,T-Shirt,Clothing,0.26,0.21,25,21,2.0,1,False,Air,2185,Styrofoam (EPS),0.3,1.42,0.00105,UV-Stabilized Polyurethane Foam,29,2.31,3.497
151,2025-08-29,T-Shirt,Clothing,0.25,0.21,26,20,2.0,2,False,Air,2969,Kraft Paper Mailer,0.5,1.856,0.00104,Single-Ply Kraft Paper,742,0.91,0.742
152,2025-12-22,T-Shirt,Clothing,0.15,0.21,25,21,2.0,2,False,Air,1993,Kraft Paper Mailer,0.48,1.046,0.00105,Single-Ply Kraft Paper,742,0.91,0.742
153,2025-10-11,Laptop,Electronics,1.77,0.12,31,19,1.0,9,True,Air,2008,Mushroom Pkg (Mycelium),2.51,8.885,0.000589,Food-Grade Mushroom Mycelium,146,5.1,0.486
154,2025-07-15,Shampoo,Beauty,0.56,0.18,18,7,7.0,5,True,Air,2275,Wood Crate,1.22,3.185,0.000882,Lightweight Plywood,515,2.23,0.535
155,2025-05-12,Smart Watch,Electronics,0.15,0.0,5,4,1.0,6,True,Road,494,Honeycomb Paper,1.26,0.037,2e-05,Single-Ply Kraft Paper,742,0.91,0.742
156,2025-10-21,Winter Jacket,Clothing,1.67,3.58,51,39,9.0,3,True,Air,2925,Kraft Paper Mailer,2.03,26.179,0.017901,Single-Ply Kraft Paper,742,0.91,0.742
157,2025-05-05,Ceramic Vase,Home Decor,1.32,1.13,14,15,27.0,10,False,Air,1716,Mushroom Pkg (Mycelium),2.53,5.663,0.00567,Food-Grade Mushroom Mycelium,146,5.1,0.486
158,2025-01-21,Glass Table,Furniture,17.12,4.7,105,56,4.0,10,False,Road,1878,Mushroom Pkg (Mycelium),8.85,16.076,0.02352,Food-Grade Mushroom Mycelium,146,5.1,0.486
159,2025-05-12,Sneakers,Clothing,0.99,1.37,30,19,12.0,5,False,Air,1056,Kraft Paper Mailer,1.55,3.617,0.00684,Single-Ply Kraft Paper,742,0.91,0.742
160,2025-11-28,Sofa (Sectional),Furniture,63.86,238.46,184,90,72.0,6,False,Road,974,Wood Crate,96.58,116.13,1.19232,Lightweight Plywood,515,2.23,0.535
161,2025-12-15,55-Inch TV,Electronics,24.96,6.53,115,71,4.0,10,True,Road,68,Mushroom Pkg (Mycelium),11.98,0.849,0.03266,Food-Grade Mushroom Mycelium,146,5.1,0.486
162,2025-12-21,Shampoo,Beauty,0.85,0.26,20,8,8.0,5,True,Air,2935,PLA Bioplastic,1.34,6.237,0.00128,Lightweight PET Plastic,1082,0.97,1.941
163,2025-06-03,T-Shirt,Clothing,0.18,0.1,23,21,1.0,1,False,Air,1436,Kraft Paper Mailer,0.27,0.646,0.000483,Single-Ply Kraft Paper,742,0.91,0.742
164,2025-03-17,Sneakers,Clothing,0.99,1.13,27,19,11.0,3,False,Air,2407,Kraft Paper Mailer,1.05,6.8,0.005643,Single-Ply Kraft Paper,742,0.91,0.742
165,2025-03-30,Office Chair,Furniture,13.03,35.9,55,64,51.0,5,False,Road,2965,Wood Crate,15.36,53.222,0.17952,Lightweight Plywood,515,2.23,0.535
166,2025-10-16,Office Chair,Furniture,13.74,37.58,60,58,54.0,5,False,Road,981,Wood Crate,16.03,18.433,0.18792,Lightweight Plywood,515,2.23,0.535
167,2025-07-08,T-Shirt,Clothing,0.16,0.2,25,20,2.0,1,False,Air,1205,Kraft Paper Mailer,0.28,0.603,0.001,Single-Ply Kraft Paper,742,0.91,0.742
168,2025-03-22,Sofa (Sectional),Furniture,40.51,269.36,200,91,74.0,8,False,Road,398,Wood Crate,109.34,53.603,1.3468,Lightweight Plywood,515,2.23,0.535
169,2025-02-11,55-Inch TV,Electronics,17.29,6.09,119,64,4.0,9,True,Road,1960,Mushroom Pkg (Mycelium),8.72,16.944,0.030464,Food-Grade Mushroom Mycelium,146,5.1,0.486
170,2025-06-21,Laptop,Electronics,2.2,0.12,31,19,1.0,8,True,Air,1293,Mushroom Pkg (Mycelium),2.48,7.112,0.000589,Food-Grade Mushroom Mycelium,146,5.1,0.486
171,2025-07-21,Perfume Bottle,Beauty,0.24,0.03,9,4,4.0,10,True,Air,2672,Mushroom Pkg (Mycelium),2.1,1.603,0.000144,Food-Grade Mushroom Mycelium,146,5.1,0.486
172,2025-09-11,Smart Watch,Electronics,0.18,0.0,5,4,1.7302913453299058,6,True,Road,317,Styrofoam (EPS),1.27,0.029,3.460582690659812e-05,UV-Stabilized Polyurethane Foam,29,2.31,3.497
173,2025-03-25,Smartphone,Electronics,0.25,0.02,14,6,1.0,7,True,Air,1502,Honeycomb Paper,1.5,0.939,8.4e-05,Single-Ply Kraft Paper,742,0.91,0.742
174,2025-07-29,Perfume Bottle,Beauty,0.32,0.04,9,5,4.0,8,True,Air,869,Mushroom Pkg (Mycelium),1.73,0.695,0.00018,Food-Grade Mushroom Mycelium,146,5.1,0.486
175,2025-05-26,Winter Jacket,Clothing,1.34,4.0,54,37,10.0,4,True,Air,2010,Wood Crate,2.4,20.1,0.01998,Lightweight Plywood,515,2.23,0.535
176,2025-07-03,Sofa (Sectional),Furniture,47.16,270.12,181,91,82.0,5,False,Road,2511,Wood Crate,109.05,339.136,1.350622,Lightweight Plywood,515,2.23,0.535
177,2025-04-06,Perfume Bottle,Beauty,0.27,0.04,10,4,5.0,9,True,Air,1292,Mushroom Pkg (Mycelium),1.91,0.872,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
178,2025-06-01,Glass Table,Furniture,18.38,4.54,93,61,4.0,10,False,Road,1894,Mushroom Pkg (Mycelium),9.35,17.406,0.022692,Food-Grade Mushroom Mycelium,146,5.1,0.486
179,2025-03-12,Ceramic Vase,Home Decor,1.49,1.05,13,13,31.0,9,False,Air,2278,Mushroom Pkg (Mycelium),2.4,8.486,0.005239,Food-Grade Mushroom Mycelium,146,5.1,0.486
180,2025-10-24,Shampoo,Beauty,0.51,0.24,21,8,7.0,3,True,Air,1093,PLA Bioplastic,0.8,1.394,0.001176,Lightweight PET Plastic,1082,0.97,1.941
181,2025-12-22,Sneakers,Clothing,0.9,1.3,27,20,12.0,4,False,Air,1434,Kraft Paper Mailer,1.32,4.66,0.00648,Single-Ply Kraft Paper,742,0.91,0.742
182,2025-07-22,Smartphone,Electronics,0.27,0.02,15,6,1.0,9,True,Air,2050,Mushroom Pkg (Mycelium),1.91,1.384,9e-05,Food-Grade Mushroom Mycelium,146,5.1,0.486
183,2025-08-06,Office Chair,Furniture,14.32,39.97,61,63,52.0,5,False,Road,2302,Wood Crate,16.99,46.005,0.199836,Lightweight Plywood,515,2.23,0.535
184,2025-11-20,Ceramic Vase,Home Decor,2.77,1.09,15,13,28.0,10,False,Air,2322,Mushroom Pkg (Mycelium),3.11,16.08,0.00546,Food-Grade Mushroom Mycelium,146,5.1,0.486
185,2025-08-22,Glass Table,Furniture,18.0,4.61,96,60,4.0,9,False,Road,1671,Mushroom Pkg (Mycelium),9.0,15.039,0.02304,Food-Grade Mushroom Mycelium,146,5.1,0.486
186,2025-08-28,Sneakers,Clothing,0.89,1.51,30,21,12.0,4,False,Air,2611,Kraft Paper Mailer,1.4,9.857,0.00756,Single-Ply Kraft Paper,742,0.91,0.742
187,2025-03-15,Perfume Bottle,Beauty,0.48,0.04,10,5,4.0,9,True,Air,1212,Mushroom Pkg (Mycelium),1.99,1.454,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
188,2026-01-01,Winter Jacket,Clothing,1.67,4.16,52,40,10.0,2,True,Air,1065,Kraft Paper Mailer,2.06,11.076,0.0208,Single-Ply Kraft Paper,742,0.91,0.742
189,2025-04-16,Sofa (Sectional),Furniture,77.28,298.2,209,82,87.0,8,False,Road,820,Wood Crate,120.88,122.262,1.491006,Lightweight Plywood,515,2.23,0.535
190,2025-05-14,Smart Watch,Electronics,0.2,0.0,5,4,1.0,5,True,Air,1364,Honeycomb Paper,1.08,0.682,2e-05,Single-Ply Kraft Paper,742,0.91,0.742
191,2025-10-17,Winter Jacket,Clothing,1.52,4.26,52,41,10.0,3,True,Air,2655,Recycled PET Box,2.3,28.276,0.02132,Lightweight PET Plastic,1082,0.97,1.941
192,2025-10-18,Sofa (Sectional),Furniture,42.17,308.46,212,97,75.0,5,False,Road,1795,Wood Crate,124.38,276.843,1.5423,Lightweight Plywood,515,2.23,0.535
193,2025-12-25,Winter Jacket,Clothing,1.71,4.21,49,43,10.0,4,True,Air,1349,Kraft Paper Mailer,2.48,14.198,0.02107,Single-Ply Kraft Paper,742,0.91,0.742
194,2025-08-21,Laptop,Electronics,1.88,0.25,30,21,2.0,8,True,Air,1962,Mushroom Pkg (Mycelium),2.35,9.221,0.00126,Food-Grade Mushroom Mycelium,146,5.1,0.486
195,2025-03-23,Smartphone,Electronics,0.25,0.0,13,6,1.7302913453299058,9,True,Air,1007,Mushroom Pkg (Mycelium),1.9,0.629,0.00013496272493573267,Food-Grade Mushroom Mycelium,146,5.1,0.486
196,2025-12-22,Sneakers,Clothing,0.87,1.51,30,21,12.0,4,False,Air,2366,Kraft Paper Mailer,1.4,8.932,0.00756,Single-Ply Kraft Paper,742,0.91,0.742
197,2025-01-07,Shampoo,Beauty,0.58,0.2,18,7,8.0,5,True,Air,986,PLA Bioplastic,1.23,1.43,0.001008,Lightweight PET Plastic,1082,0.97,1.941
198,2025-07-18,Office Chair,Furniture,14.43,38.23,60,59,54.0,4,False,Road,1811,Wood Crate,16.09,34.617,0.19116,Lightweight Plywood,515,2.23,0.535
199,2025-10-06,Glass Table,Furniture,13.15,6.17,95,65,5.0,10,False,Road,469,Mushroom Pkg (Mycelium),7.26,3.084,0.030875,Food-Grade Mushroom Mycelium,146,5.1,0.486
200,2025-03-09,Smartphone,Electronics,0.22,0.0,16,7,1.7302913453299058,8,True,Road,261,Mushroom Pkg (Mycelium),1.69,0.029,0.00019379263067694944,Food-Grade Mushroom Mycelium,146,5.1,0.486
201,2025-06-26,Laptop,Electronics,1.71,0.11,31,18,1.0,7,True,Air,943,Honeycomb Paper,2.08,4.031,0.000558,Single-Ply Kraft Paper,742,0.91,0.742
202,2025-01-26,Perfume Bottle,Beauty,0.24,0.03,9,4,4.0,9,True,Air,1833,Mushroom Pkg (Mycelium),1.9,1.1,0.000144,Food-Grade Mushroom Mycelium,146,5.1,0.486
203,2025-02-06,Shampoo,Beauty,0.6,0.22,20,7,8.0,4,True,Air,2158,PLA Bioplastic,1.04,3.237,0.00112,Lightweight PET Plastic,1082,0.97,1.941
204,2025-08-04,Sneakers,Clothing,1.04,1.36,31,20,11.0,3,False,Air,2742,Kraft Paper Mailer,1.14,9.323,0.00682,Single-Ply Kraft Paper,742,0.91,0.742
205,2025-08-19,Shampoo,Beauty,0.91,0.21,19,7,8.0,4,True,Air,997,PLA Bioplastic,1.16,2.268,0.001064,Lightweight PET Plastic,1082,0.97,1.941
206,2025-03-07,Office Chair,Furniture,13.99,38.5,64,64,47.0,4,False,Road,2449,Wood Crate,16.2,47.143,0.192512,Lightweight Plywood,515,2.23,0.535
207,2025-07-28,55-Inch TV,Electronics,21.68,7.87,121,65,5.0,9,True,Road,2505,Mushroom Pkg (Mycelium),10.47,27.154,0.039325,Food-Grade Mushroom Mycelium,146,5.1,0.486
208,2025-03-17,Laptop,Electronics,2.06,0.11,28,19,1.0,7,True,Air,1540,Honeycomb Paper,2.22,7.931,0.000532,Single-Ply Kraft Paper,742,0.91,0.742
209,2025-06-30,Perfume Bottle,Beauty,0.39,0.03,10,4,4.0,10,True,Road,694,Mushroom Pkg (Mycelium),2.16,0.135,0.00016,Food-Grade Mushroom Mycelium,146,5.1,0.486
210,2025-06-29,Winter Jacket,Clothing,1.85,3.86,46,42,10.0,2,True,Air,989,Kraft Paper Mailer,1.94,9.544,0.01932,Single-Ply Kraft Paper,742,0.91,0.742
211,2025-06-14,Office Chair,Furniture,11.43,33.26,55,63,48.0,5,False,Road,432,Wood Crate,14.3,7.184,0.16632,Lightweight Plywood,515,2.23,0.535
212,2025-11-27,Ceramic Vase,Home Decor,2.87,1.13,14,15,27.0,10,False,Air,1904,Mushroom Pkg (Mycelium),3.15,13.661,0.00567,Food-Grade Mushroom Mycelium,146,5.1,0.486
213,2025-03-12,Smartphone,Electronics,0.29,0.0,15,7,1.7302913453299058,8,True,Road,431,Bubble Wrap (LDPE),1.72,0.062,0.0001816805912596401,Standard Bubble Wrap (LDPE),890,2.13,2.807
214,2025-02-21,Winter Jacket,Clothing,1.23,3.65,52,39,9.0,4,True,Air,1659,Kraft Paper Mailer,2.26,15.138,0.018252,Single-Ply Kraft Paper,742,0.91,0.742
215,2025-04-30,Office Chair,Furniture,10.03,41.52,62,62,54.0,4,False,Road,89,Wood Crate,17.41,1.848,0.207576,Lightweight Plywood,515,2.23,0.535
216,2025-12-16,Shampoo,Beauty,0.51,0.18,18,7,7.0,3,True,Air,1182,PLA Bioplastic,0.8,1.507,0.000882,Lightweight PET Plastic,1082,0.97,1.941
217,2025-07-12,Smartphone,Electronics,0.21,0.0,14,6,1.7302913453299058,8,True,Air,910,Mushroom Pkg (Mycelium),1.68,0.478,0.00014534447300771207,Food-Grade Mushroom Mycelium,146,5.1,0.486
218,2025-09-26,Ceramic Vase,Home Decor,2.6,1.4,15,15,31.0,10,False,Air,2868,Mushroom Pkg (Mycelium),3.04,18.642,0.006975,Food-Grade Mushroom Mycelium,146,5.1,0.486
219,2025-01-15,Smart Watch,Electronics,0.2,0.0,4,4,1.0,5,True,Air,1033,Honeycomb Paper,1.08,0.517,1.6e-05,Single-Ply Kraft Paper,742,0.91,0.742
220,2025-01-18,Shampoo,Beauty,0.79,0.21,21,7,7.0,3,True,Air,1290,PLA Bioplastic,0.92,2.548,0.001029,Lightweight PET Plastic,1082,0.97,1.941
221,2025-03-03,55-Inch TV,Electronics,16.26,9.15,122,75,5.0,9,True,Road,2835,Mushroom Pkg (Mycelium),8.3,23.049,0.04575,Food-Grade Mushroom Mycelium,146,5.1,0.486
222,2025-08-06,Sneakers,Clothing,1.18,1.25,27,21,11.0,5,False,Air,1379,Kraft Paper Mailer,1.5,4.309,0.006237,Single-Ply Kraft Paper,742,0.91,0.742
223,2025-04-18,Perfume Bottle,Beauty,0.32,0.05,10,5,5.0,8,True,Air,1614,Mushroom Pkg (Mycelium),1.73,1.291,0.00025,Food-Grade Mushroom Mycelium,146,5.1,0.486
224,2025-11-01,Perfume Bottle,Beauty,0.34,0.04,10,5,4.0,8,True,Air,1565,Mushroom Pkg (Mycelium),1.74,1.33,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
225,2025-03-08,Laptop,Electronics,1.59,0.11,28,20,1.0,7,True,Air,1276,Honeycomb Paper,2.04,5.072,0.00056,Single-Ply Kraft Paper,742,0.91,0.742
226,2025-06-16,55-Inch TV,Electronics,15.43,8.84,130,68,5.0,10,True,Road,321,Mushroom Pkg (Mycelium),8.17,2.477,0.0442,Food-Grade Mushroom Mycelium,146,5.1,0.486
227,2025-01-25,Perfume Bottle,Beauty,0.43,0.03,10,4,4.0,8,True,Air,1645,Mushroom Pkg (Mycelium),1.77,1.768,0.00016,Food-Grade Mushroom Mycelium,146,5.1,0.486
228,2025-08-04,Winter Jacket,Clothing,1.17,3.78,45,42,10.0,3,True,Air,963,Kraft Paper Mailer,2.11,9.1,0.0189,Single-Ply Kraft Paper,742,0.91,0.742
229,2025-05-28,Laptop,Electronics,2.22,0.13,32,21,1.0,8,True,Road,617,Mushroom Pkg (Mycelium),2.49,0.685,0.000672,Food-Grade Mushroom Mycelium,146,5.1,0.486
230,2025-08-31,Winter Jacket,Clothing,1.29,3.3,47,39,9.0,3,True,Air,1292,Kraft Paper Mailer,1.92,10.659,0.016497,Single-Ply Kraft Paper,742,0.91,0.742
231,2025-09-28,Glass Table,Furniture,19.33,4.68,90,65,4.0,10,False,Road,2413,Mushroom Pkg (Mycelium),9.73,23.322,0.0234,Food-Grade Mushroom Mycelium,146,5.1,0.486
232,2025-12-29,Winter Jacket,Clothing,1.88,3.6,50,36,10.0,2,True,Road,529,Kraft Paper Mailer,1.84,0.952,0.018,Single-Ply Kraft Paper,742,0.91,0.742
233,2025-10-15,Smartphone,Electronics,0.34,0.0,16,6,1.7302913453299058,7,True,Air,1854,Honeycomb Paper,1.54,1.576,0.00016610796915167094,Single-Ply Kraft Paper,742,0.91,0.742
234,2025-05-04,Shampoo,Beauty,0.85,0.26,20,8,8.0,5,True,Air,809,PLA Bioplastic,1.34,1.719,0.00128,Lightweight PET Plastic,1082,0.97,1.941
235,2025-11-15,Office Chair,Furniture,12.88,31.72,56,59,48.0,4,False,Road,130,Wood Crate,13.49,2.062,0.158592,Lightweight Plywood,515,2.23,0.535
236,2025-03-05,Laptop,Electronics,1.79,0.19,27,18,2.0,8,True,Air,1958,Mushroom Pkg (Mycelium),2.32,8.762,0.000972,Food-Grade Mushroom Mycelium,146,5.1,0.486
237,2025-03-14,Glass Table,Furniture,14.26,5.66,101,56,5.0,10,False,Road,1216,Bubble Wrap (LDPE),7.7,8.67,0.02828,Standard Bubble Wrap (LDPE),890,2.13,2.807
238,2025-10-16,Smart Watch,Electronics,0.17,0.0,5,4,1.0,6,True,Air,2234,Honeycomb Paper,1.27,0.949,2e-05,Single-Ply Kraft Paper,742,0.91,0.742
239,2025-01-18,Smart Watch,Electronics,0.13,0.0,5,4,1.7302913453299058,4,True,Road,284,Corrugated Cardboard,0.85,0.018,3.460582690659812e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
240,2025-02-16,Sneakers,Clothing,1.07,1.34,31,18,12.0,3,False,Air,2893,Kraft Paper Mailer,1.14,9.692,0.006696,Single-Ply Kraft Paper,742,0.91,0.742
241,2025-06-27,Smart Watch,Electronics,0.17,0.0,4,5,1.0,5,True,Road,743,Honeycomb Paper,1.07,0.063,2e-05,Single-Ply Kraft Paper,742,0.91,0.742
242,2025-12-02,T-Shirt,Clothing,0.27,0.19,25,19,2.0,2,False,Air,1197,Kraft Paper Mailer,0.51,0.808,0.00095,Single-Ply Kraft Paper,742,0.91,0.742
243,2025-02-25,Sofa (Sectional),Furniture,53.09,288.69,206,91,77.0,5,False,Road,1007,Wood Crate,116.48,145.355,1.443442,Lightweight Plywood,515,2.23,0.535
244,2025-12-23,Laptop,Electronics,2.01,0.12,31,20,1.0,9,True,Air,840,Mushroom Pkg (Mycelium),2.6,4.221,0.00062,Food-Grade Mushroom Mycelium,146,5.1,0.486
245,2025-06-06,Sofa (Sectional),Furniture,52.27,275.52,210,82,80.0,7,False,Road,536,Wood Crate,111.61,73.839,1.3776,Lightweight Plywood,515,2.23,0.535
246,2025-07-12,Office Chair,Furniture,14.1,37.08,65,62,46.0,6,False,Road,2123,Wood Crate,16.03,39.36,0.18538,Lightweight Plywood,515,2.23,0.535
247,2025-09-11,Office Chair,Furniture,13.04,37.4,63,56,53.0,4,False,Road,1632,Wood Crate,15.76,30.518,0.186984,Lightweight Plywood,515,2.23,0.535
248,2025-09-05,Sofa (Sectional),Furniture,44.99,281.67,213,87,76.0,5,False,Road,2474,Wood Crate,113.67,348.426,1.408356,Lightweight Plywood,515,2.23,0.535
249,2025-03-23,55-Inch TV,Electronics,19.86,6.99,115,76,4.0,9,True,Road,2139,Mushroom Pkg (Mycelium),9.74,21.24,0.03496,Food-Grade Mushroom Mycelium,146,5.1,0.486
250,2025-11-11,Glass Table,Furniture,12.98,5.62,104,54,5.0,10,False,Road,2584,Mushroom Pkg (Mycelium),7.19,16.77,0.02808,Food-Grade Mushroom Mycelium,146,5.1,0.486
251,2025-07-06,Office Chair,Furniture,11.51,28.73,56,57,45.0,5,False,Road,358,Wood Crate,12.49,5.143,0.14364,Lightweight Plywood,515,2.23,0.535
252,2025-02-26,T-Shirt,Clothing,0.19,0.09,23,19,1.0,1,False,Air,2114,Bubble Wrap (LDPE),0.28,1.004,0.000437,Standard Bubble Wrap (LDPE),890,2.13,2.807
253,2025-01-11,55-Inch TV,Electronics,19.13,6.22,111,70,4.0,9,True,Road,2054,Mushroom Pkg (Mycelium),9.45,19.647,0.03108,Food-Grade Mushroom Mycelium,146,5.1,0.486
254,2025-03-15,Smartphone,Electronics,0.25,0.0,13,7,1.7302913453299058,6,True,Air,1033,Honeycomb Paper,1.3,0.646,0.00015745651242502143,Single-Ply Kraft Paper,742,0.91,0.742
255,2025-06-14,Ceramic Vase,Home Decor,1.83,0.98,13,14,27.0,9,False,Road,344,Mushroom Pkg (Mycelium),2.53,0.315,0.004914,Food-Grade Mushroom Mycelium,146,5.1,0.486
256,2025-12-03,Shampoo,Beauty,0.7,0.2,20,7,7.0,5,True,Air,2693,PLA Bioplastic,1.28,4.713,0.00098,Lightweight PET Plastic,1082,0.97,1.941
257,2025-10-09,Ceramic Vase,Home Decor,2.21,1.49,16,15,31.0,9,False,Air,1187,Mushroom Pkg (Mycelium),2.68,6.558,0.00744,Food-Grade Mushroom Mycelium,146,5.1,0.486
258,2025-04-27,Smart Watch,Electronics,0.12,0.0,5,4,1.7302913453299058,6,True,Air,3000,Honeycomb Paper,1.25,0.9,3.460582690659812e-05,Single-Ply Kraft Paper,742,0.91,0.742
259,2025-12-02,Office Chair,Furniture,10.72,37.21,57,64,51.0,4,False,Road,2637,Wood Crate,15.68,49.061,0.186048,Lightweight Plywood,515,2.23,0.535
260,2025-10-12,Smart Watch,Electronics,0.11,0.01,5,5,1.0,6,True,Road,684,Honeycomb Paper,1.24,0.038,2.5e-05,Single-Ply Kraft Paper,742,0.91,0.742
261,2025-03-13,Smart Watch,Electronics,0.13,0.0,5,4,1.0,4,True,Air,1396,Corrugated Cardboard,0.85,0.454,2e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
262,2025-03-08,Sneakers,Clothing,1.03,1.41,31,19,12.0,4,False,Air,2226,Kraft Paper Mailer,1.36,7.847,0.007068,Single-Ply Kraft Paper,742,0.91,0.742
263,2025-10-08,Winter Jacket,Clothing,1.3,3.64,47,43,9.0,2,True,Air,1264,Kraft Paper Mailer,1.86,11.502,0.018189,Single-Ply Kraft Paper,742,0.91,0.742
264,2025-04-08,55-Inch TV,Electronics,23.27,6.51,118,69,4.0,10,True,Road,1196,Mushroom Pkg (Mycelium),11.31,13.915,0.032568,Food-Grade Mushroom Mycelium,146,5.1,0.486
265,2025-07-13,Shampoo,Beauty,0.54,0.21,21,7,7.0,5,True,Air,1445,PLA Bioplastic,1.22,1.951,0.001029,Lightweight PET Plastic,1082,0.97,1.941
266,2025-05-27,Shampoo,Beauty,0.55,0.24,21,8,7.0,5,True,Road,247,PLA Bioplastic,1.22,0.068,0.001176,Lightweight PET Plastic,1082,0.97,1.941
267,2025-03-11,Shampoo,Beauty,0.57,0.24,19,8,8.0,3,True,Air,2675,PLA Bioplastic,0.83,3.812,0.001216,Lightweight PET Plastic,1082,0.97,1.941
268,2025-11-19,T-Shirt,Clothing,0.27,0.09,23,20,1.0,2,False,Air,2289,Kraft Paper Mailer,0.51,1.545,0.00046,Single-Ply Kraft Paper,742,0.91,0.742
269,2025-03-18,Sneakers,Clothing,1.01,1.41,28,21,12.0,3,False,Air,1567,Kraft Paper Mailer,1.16,5.524,0.007056,Single-Ply Kraft Paper,742,0.91,0.742
270,2025-06-29,Perfume Bottle,Beauty,0.29,0.03,10,4,4.0,8,True,Air,2322,Mushroom Pkg (Mycelium),1.72,1.683,0.00016,Food-Grade Mushroom Mycelium,146,5.1,0.486
271,2025-12-07,T-Shirt,Clothing,0.24,0.18,23,20,2.0,1,False,Air,1924,Kraft Paper Mailer,0.3,1.154,0.00092,Single-Ply Kraft Paper,742,0.91,0.742
272,2025-12-16,55-Inch TV,Electronics,23.46,8.14,113,72,5.0,9,True,Road,2722,Mushroom Pkg (Mycelium),11.18,31.929,0.04068,Food-Grade Mushroom Mycelium,146,5.1,0.486
273,2025-04-13,Sneakers,Clothing,1.19,1.18,31,19,10.0,3,False,Air,927,Kraft Paper Mailer,1.08,2.758,0.00589,Single-Ply Kraft Paper,742,0.91,0.742
274,2025-10-11,Office Chair,Furniture,10.81,34.68,65,58,46.0,5,False,Road,628,Wood Crate,14.87,10.89,0.17342,Lightweight Plywood,515,2.23,0.535
275,2025-09-07,Sofa (Sectional),Furniture,72.46,255.83,188,84,81.0,8,False,Road,139,Wood Crate,103.93,17.78,1.279152,Lightweight Plywood,515,2.23,0.535
276,2025-11-25,Glass Table,Furniture,19.26,5.18,108,60,4.0,9,False,Road,1739,Mushroom Pkg (Mycelium),9.5,16.747,0.02592,Food-Grade Mushroom Mycelium,146,5.1,0.486
277,2025-03-08,Ceramic Vase,Home Decor,2.78,1.35,15,15,30.0,10,False,Air,1792,Mushroom Pkg (Mycelium),3.11,12.454,0.00675,Food-Grade Mushroom Mycelium,146,5.1,0.486
278,2025-08-17,Office Chair,Furniture,12.1,40.13,63,65,49.0,6,False,Road,892,Wood Crate,17.25,17.898,0.200655,Lightweight Plywood,515,2.23,0.535
279,2025-12-07,Perfume Bottle,Beauty,0.44,0.05,10,5,5.0,8,True,Air,2460,Mushroom Pkg (Mycelium),1.78,2.706,0.00025,Food-Grade Mushroom Mycelium,146,5.1,0.486
280,2025-10-06,55-Inch TV,Electronics,22.02,5.85,116,63,4.0,10,True,Road,1875,Corrugated Cardboard,10.81,20.644,0.029232,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
281,2025-08-18,55-Inch TV,Electronics,18.65,8.1,108,75,5.0,9,True,Road,1942,Mushroom Pkg (Mycelium),9.26,18.109,0.0405,Food-Grade Mushroom Mycelium,146,5.1,0.486
