Record_ID,Main_Category,Subcategory,Packaging_Format,Primary_Material,Closure_Type,Barrier_Level,Product_Weight_kg,Packaging_Weight_kg,Pack_to_Product_Ratio,Shelf_Life_Days,Recyclability_Percentage,CO2_Emission_Packaging_kgCO2e,Biodegradability_Score_0_1,Breakage_Risk_0_1,Recycling_Label,Logistics_Region,End_of_Life_Score_0_1,Overall_Sustainability_Score_0_1
156,Personal Care,Toothpaste,Box,Composite (Plastic+Paper),Heat Seal,High,0.142,0.0328,0.231,283,20,0.0796,0.008,0.065,Check Locally,Urban Metro,0.658,0.429
157,Cosmetics,Nail Polish,Bottle,Glass,Flip Top,Medium,0.05,0.0113,0.226,84,70,0.0086,0.496,0.097,Compostable,Tier-1 City,0.868,0.752
158,Electronics,Mobile Phone,Pouch,Bioplastic,Heat Seal,Medium,0.402,0.0414,0.103,198,72,0.0228,0.978,0.068,Widely Recycled,Urban Metro,0.846,0.896
159,Apparel & Fashion,T-Shirt,Carton,Corrugated Board,Zipper,Low,0.232,0.025,0.108,30,99,0.0239,0.726,0.095,Check Locally,Urban Metro,0.536,0.841
160,Electronics,Mobile Phone,Blister Pack,Flexible Plastic,Snap Fit,Medium,0.369,0.0821,0.223,149,41,0.293,0.213,0.035,Widely Recycled,Urban Metro,0.99,0.528
161,Baby Products,Baby Wipes,Box,Composite (Plastic+Paper),Zipper,Medium,0.39,0.0727,0.186,130,49,0.182,0.298,0.133,Check Locally,Tier-1 City,0.481,0.53
162,Cosmetics,Nail Polish,Blister Pack,Aluminium,None,Medium,0.05,0.011,0.221,250,83,0.0038,0.473,0.012,Check Locally,Urban Metro,0.788,0.768
163,Household Care,Floor Cleaner,Carton,Corrugated Board,Screw Cap,High,0.734,0.064,0.087,345,76,0.0777,0.816,0.082,Check Locally,Tier-2 City,0.758,0.825
164,Personal Care,Deodorant,Box,Composite (Plastic+Paper),Pump,Medium,0.163,0.0185,0.114,184,26,0.0674,0.132,0.129,Widely Recycled,Urban Metro,0.709,0.492
165,Baby Products,Baby Wipes,Pouch,Paperboard,Zipper,High,0.457,0.0308,0.067,336,78,0.0225,0.941,0.049,Not Recycled,Rural,0.18,0.8
166,Apparel & Fashion,T-Shirt,Can,Corrugated Board,Screw Cap,Low,0.245,0.0325,0.132,79,72,0.01,0.981,0.125,Not Recycled,Tier-2 City,0.345,0.823
167,Pet Care,Cat Litter,Tray,Corrugated Board,Flip Top,Medium,3.77,0.2208,0.059,106,80,0.0957,0.942,0.143,Widely Recycled,Urban Metro,0.961,0.899
168,Personal Care,Shampoo,Tube,Glass,Zipper,High,0.195,0.032,0.165,274,82,0.021,0.216,0.217,Widely Recycled,Urban Metro,0.707,0.67
169,Baby Products,Diapers,Tube,Rigid Plastic,None,High,0.939,0.1964,0.209,187,31,0.648,0.26,0.074,Not Recycled,Urban Metro,0.373,0.318
170,Personal Care,Deodorant,Tub,Bioplastic,Flip Top,Medium,0.174,0.0181,0.104,304,93,0.0113,0.849,0.05,Not Recycled,Urban Metro,0.261,0.824
171,Stationery,Marker,Bottle,Flexible Plastic,Pump,Medium,0.05,0.0116,0.232,251,54,0.031,0.102,0.142,Compostable,Urban Metro,0.869,0.589
172,Personal Care,Deodorant,Tub,Bioplastic,Screw Cap,High,0.147,0.0213,0.144,308,98,0.0236,0.735,0.016,Return to Store,Tier-2 City,0.37,0.814
173,Baby Products,Diapers,Blister Pack,Steel,Heat Seal,Ultra High,1.013,0.2124,0.21,281,36,0.5445,0.422,0.024,Check Locally,Tier-1 City,0.583,0.442
174,Personal Care,Toothpaste,Tray,Paperboard,Zipper,Low,0.155,0.0161,0.104,50,91,0.012,0.961,0.112,Widely Recycled,Tier-2 City,0.882,0.946
175,Personal Care,Shampoo,Can,Aluminium,Pump,High,0.174,0.0485,0.279,337,81,0.0561,0.2,0.021,Not Recycled,Tier-2 City,0.413,0.61
176,Cosmetics,Nail Polish,Blister Pack,Steel,Screw Cap,Medium,0.05,0.0078,0.156,183,74,0.013,0.553,0.039,Return to Store,Tier-1 City,0.371,0.703
177,Electronics,Headphones,Bottle,Flexible Plastic,Screw Cap,Medium,0.31,0.0289,0.093,229,42,0.0698,0.055,0.071,Not Recycled,Tier-1 City,0.239,0.439
178,Cosmetics,Nail Polish,Tube,Bioplastic,Flip Top,High,0.05,0.0079,0.158,310,81,0.0052,0.72,0.042,Not Recycled,Tier-1 City,0.124,0.738
179,Apparel & Fashion,Jacket,Carton,Composite (Plastic+Paper),Flip Top,High,0.973,0.0903,0.093,273,41,0.1863,0.059,0.03,Compostable,Urban Metro,0.783,0.484
180,Cosmetics,Nail Polish,Can,Rigid Plastic,Screw Cap,High,0.05,0.0065,0.129,255,48,0.0241,0.212,0.019,Return to Store,Tier-1 City,0.192,0.506
181,Pet Care,Pet Shampoo,Bottle,Bioplastic,Flip Top,High,0.358,0.0864,0.241,345,98,0.0903,0.979,0.117,Widely Recycled,Tier-1 City,0.868,0.944
182,Healthcare OTC,Pain Relief,Can,Rigid Plastic,Pump,High,0.05,0.0096,0.192,305,26,0.0297,0.149,0.067,Return to Store,Tier-1 City,0.204,0.433
183,Stationery,Pen,Box,Corrugated Board,Snap Fit,Low,0.05,0.0037,0.075,91,93,0.0052,0.983,0.144,Return to Store,Rural,0.257,0.866
184,Apparel & Fashion,Jacket,Tub,Rigid Plastic,Screw Cap,Low,1.101,0.2677,0.243,83,65,0.9739,0.181,0.127,Check Locally,Tier-1 City,0.722,0.335
185,Cosmetics,Nail Polish,Carton,Corrugated Board,None,Medium,0.05,0.0041,0.083,182,77,0.0033,0.968,0.01,Widely Recycled,Urban Metro,0.976,0.929
186,Household Care,Laundry Detergent,Tray,Paperboard,Snap Fit,Medium,0.89,0.0483,0.054,190,71,0.0402,0.783,0.097,Widely Recycled,Tier-1 City,0.808,0.823
187,Electronics,Mobile Phone,Pouch,Tinplate,None,High,0.308,0.0487,0.158,271,32,0.0657,0.533,0.048,Check Locally,Tier-1 City,0.531,0.6
188,Household Care,Floor Cleaner,Tube,Bioplastic,Screw Cap,High,0.953,0.1998,0.21,336,94,0.273,0.863,0.039,Widely Recycled,Tier-1 City,0.71,0.82
189,Stationery,Marker,Tub,Bioplastic,Pump,Low,0.05,0.0109,0.218,95,95,0.0076,0.908,0.118,Check Locally,Tier-1 City,0.418,0.871
190,Electronics,Headphones,Blister Pack,Steel,Pump,Low,0.331,0.0533,0.161,30,88,0.0774,0.252,0.019,Widely Recycled,Urban Metro,0.793,0.692
191,Household Care,Floor Cleaner,Tub,Rigid Plastic,Pump,Medium,1.089,0.2529,0.232,242,69,0.5392,0.081,0.028,Compostable,Rural,0.926,0.474
192,Cosmetics,Foundation,Blister Pack,Corrugated Board,Screw Cap,Low,0.064,0.0046,0.072,101,93,0.0046,0.986,0.016,Check Locally,Rural,0.653,0.926
193,Cosmetics,Lipstick,Sachet,Bioplastic,None,High,0.05,0.0119,0.239,279,94,0.0136,0.914,0.075,Not Recycled,Tier-2 City,0.445,0.874
194,Food & Beverage,Soft Drinks,Tray,Paperboard,Screw Cap,Medium,1.096,0.0772,0.07,129,73,0.094,0.901,0.071,Widely Recycled,Tier-1 City,0.852,0.854
195,Electronics,Laptop,Bottle,Glass,Screw Cap,Low,2.077,0.5673,0.273,80,95,0.2366,0.379,0.2,Check Locally,Tier-1 City,0.524,0.66
196,Healthcare OTC,Vitamins,Box,Composite (Plastic+Paper),Heat Seal,Ultra High,0.206,0.0401,0.195,283,57,0.0919,0.245,0.08,Widely Recycled,Rural,0.955,0.633
197,Baby Products,Baby Food,Box,Paperboard,Zipper,Medium,0.183,0.0165,0.09,198,80,0.0172,0.8,0.113,Not Recycled,Urban Metro,0.242,0.773
198,Personal Care,Shampoo,Box,Composite (Plastic+Paper),Pump,Medium,0.195,0.047,0.241,155,58,0.1494,0.19,0.038,Not Recycled,Tier-1 City,0.496,0.533
199,Pet Care,Pet Shampoo,Carton,Corrugated Board,None,High,0.424,0.0269,0.063,267,86,0.0397,0.867,0.037,Check Locally,Urban Metro,0.559,0.848
200,Household Care,Dishwash,Pouch,Flexible Plastic,Zipper,Medium,0.8,0.1956,0.245,122,56,0.3311,0.023,0.143,Widely Recycled,Tier-1 City,0.887,0.481
201,Personal Care,Skin Cream,Pouch,Paperboard,Zipper,High,0.09,0.0127,0.142,201,88,0.0086,0.781,0.094,Widely Recycled,Tier-1 City,0.884,0.885
202,Healthcare OTC,Digestive Aid,Blister Pack,Paperboard,Pump,High,0.05,0.0028,0.057,355,88,0.0022,0.981,0.086,Return to Store,Urban Metro,0.436,0.881
203,Apparel & Fashion,Jacket,Sachet,Rigid Plastic,Zipper,High,1.129,0.1532,0.136,269,73,0.262,0.242,0.131,Check Locally,Tier-1 City,0.799,0.597
204,Food & Beverage,Dairy,Tray,Corrugated Board,Screw Cap,High,0.462,0.0351,0.076,285,96,0.0416,0.704,0.045,Widely Recycled,Urban Metro,0.973,0.886
205,Personal Care,Toothpaste,Carton,Corrugated Board,Pump,Medium,0.117,0.0193,0.165,129,81,0.0172,0.785,0.12,Not Recycled,Tier-2 City,0.395,0.793
206,Pet Care,Cat Litter,Carton,Paperboard,Snap Fit,Medium,5.805,0.4931,0.085,286,81,0.6777,0.9,0.12,Check Locally,Rural,0.655,0.668
207,Healthcare OTC,Cold & Flu,Can,Steel,Pump,High,0.05,0.0125,0.25,353,77,0.0275,0.201,0.026,Check Locally,Rural,0.442,0.611
208,Baby Products,Baby Food,Sachet,Rigid Plastic,Zipper,High,0.306,0.0735,0.24,275,64,0.2425,0.248,0.072,Widely Recycled,Rural,0.833,0.589
209,Apparel & Fashion,Shoes,Tray,Composite (Plastic+Paper),Screw Cap,Low,0.926,0.2015,0.218,107,67,0.6207,0.112,0.048,Widely Recycled,Rural,0.723,0.424
210,Household Care,Floor Cleaner,Sachet,Rigid Plastic,None,Medium,1.138,0.2572,0.226,201,64,0.6683,0.183,0.032,Widely Recycled,Tier-2 City,0.769,0.432
211,Baby Products,Diapers,Bottle,Rigid Plastic,Pump,Ultra High,1.146,0.1921,0.168,325,29,0.3282,0.006,0.033,Widely Recycled,Urban Metro,0.732,0.387
212,Electronics,Laptop,Tray,Composite (Plastic+Paper),Zipper,Low,1.587,0.1862,0.117,73,77,0.5661,0.167,0.068,Compostable,Tier-2 City,0.824,0.498
213,Apparel & Fashion,T-Shirt,Pouch,Paperboard,Zipper,Low,0.237,0.0409,0.173,91,90,0.0366,0.98,0.071,Widely Recycled,Urban Metro,0.969,0.956
214,Baby Products,Baby Lotion,Bottle,Rigid Plastic,Screw Cap,Ultra High,0.298,0.0522,0.175,224,57,0.1683,0.076,0.011,Check Locally,Tier-2 City,0.729,0.526
215,Stationery,Marker,Box,Composite (Plastic+Paper),Flip Top,Low,0.05,0.0113,0.225,83,72,0.03,0.023,0.064,Return to Store,Urban Metro,0.127,0.499
216,Healthcare OTC,Cold & Flu,Tray,Composite (Plastic+Paper),Pump,Ultra High,0.051,0.0048,0.093,236,42,0.0167,0.13,0.15,Widely Recycled,Tier-1 City,0.721,0.548
217,Pet Care,Cat Litter,Tube,Bioplastic,Screw Cap,Low,4.661,0.6501,0.139,86,97,0.4909,0.949,0.128,Widely Recycled,Tier-2 City,0.932,0.822
218,Stationery,Printer Ink,Can,Tinplate,Heat Seal,Medium,0.276,0.0859,0.311,215,61,0.11,0.436,0.04,Not Recycled,Urban Metro,0.256,0.589
219,Apparel & Fashion,T-Shirt,Tube,Rigid Plastic,Zipper,Medium,0.279,0.0498,0.178,193,57,0.0943,0.142,0.11,Check Locally,Tier-1 City,0.474,0.53
220,Personal Care,Deodorant,Carton,Composite (Plastic+Paper),Zipper,Medium,0.197,0.0202,0.103,243,46,0.0531,0.288,0.07,Not Recycled,Urban Metro,0.476,0.558
221,Food & Beverage,Ready-to-Eat,Blister Pack,Aluminium,Screw Cap,High,0.382,0.0926,0.242,301,99,0.1152,0.487,0.016,Check Locally,Urban Metro,0.566,0.745
222,Household Care,Floor Cleaner,Blister Pack,Flexible Plastic,Flip Top,Medium,0.947,0.1081,0.114,243,50,0.3611,0.131,0.103,Compostable,Urban Metro,0.873,0.489
223,Healthcare OTC,Vitamins,Tub,Rigid Plastic,Pump,Ultra High,0.223,0.0503,0.226,306,79,0.1058,0.012,0.068,Widely Recycled,Urban Metro,0.935,0.612
224,Cosmetics,Mascara,Sachet,Flexible Plastic,Zipper,Low,0.05,0.0066,0.133,104,27,0.0184,0.002,0.141,Check Locally,Urban Metro,0.428,0.429
225,Household Care,Floor Cleaner,Pouch,Composite (Plastic+Paper),Zipper,Medium,1.075,0.2556,0.238,117,75,0.6019,0.158,0.04,Return to Store,Tier-1 City,0.422,0.42
226,Electronics,Laptop,Tray,Composite (Plastic+Paper),Pump,Medium,1.869,0.4239,0.227,227,26,1.616,0.189,0.018,Not Recycled,Tier-1 City,0.21,0.0
227,Household Care,Laundry Detergent,Tube,Bioplastic,Heat Seal,Medium,0.802,0.1935,0.241,280,71,0.2172,0.707,0.034,Compostable,Tier-2 City,0.988,0.775
228,Household Care,Air Freshener,Can,Flexible Plastic,Snap Fit,High,0.301,0.0712,0.237,302,54,0.2122,0.106,0.017,Check Locally,Urban Metro,0.643,0.502
229,Electronics,Headphones,Tube,Bioplastic,Flip Top,Medium,0.293,0.0601,0.205,189,78,0.0759,0.999,0.014,Not Recycled,Tier-1 City,0.348,0.826
230,Cosmetics,Foundation,Tub,Rigid Plastic,Pump,Medium,0.05,0.0046,0.092,146,32,0.0095,0.141,0.048,Widely Recycled,Rural,0.928,0.56
231,Pet Care,Cat Litter,Can,Bioplastic,Flip Top,Low,4.663,0.6535,0.14,122,79,0.9609,0.751,0.136,Widely Recycled,Rural,0.746,0.547
232,Baby Products,Baby Lotion,Pouch,Steel,None,Ultra High,0.368,0.0776,0.211,263,48,0.078,0.187,0.028,Check Locally,Tier-2 City,0.513,0.531
233,Personal Care,Shampoo,Sachet,Glass,Heat Seal,High,0.207,0.0584,0.283,271,75,0.0207,0.163,0.21,Widely Recycled,Tier-1 City,0.922,0.671
234,Healthcare OTC,Digestive Aid,Tube,Glass,Pump,Medium,0.05,0.012,0.241,138,92,0.0054,0.198,0.11,Not Recycled,Tier-1 City,0.448,0.657
235,Healthcare OTC,Vitamins,Tube,Rigid Plastic,Flip Top,Ultra High,0.173,0.0307,0.177,294,31,0.0674,0.066,0.036,Return to Store,Tier-1 City,0.331,0.427
236,Baby Products,Baby Wipes,Tray,Composite (Plastic+Paper),Snap Fit,Ultra High,0.474,0.0842,0.177,217,40,0.3342,0.008,0.045,Compostable,Urban Metro,0.779,0.419
237,Apparel & Fashion,Jeans,Bottle,Rigid Plastic,Flip Top,Medium,0.619,0.1079,0.174,140,31,0.2412,0.071,0.143,Not Recycled,Rural,0.414,0.391
238,Baby Products,Diapers,Bottle,Rigid Plastic,Flip Top,Ultra High,0.993,0.1521,0.153,197,55,0.6081,0.231,0.066,Widely Recycled,Urban Metro,0.761,0.441
239,Baby Products,Diapers,Can,Composite (Plastic+Paper),Heat Seal,High,1.23,0.1242,0.101,259,57,0.2728,0.256,0.14,Widely Recycled,Urban Metro,0.835,0.564
240,Stationery,Printer Ink,Bottle,Rigid Plastic,Pump,Medium,0.193,0.0211,0.109,213,42,0.0741,0.118,0.115,Not Recycled,Urban Metro,0.371,0.476
241,Cosmetics,Nail Polish,Tube,Flexible Plastic,Heat Seal,High,0.05,0.0106,0.212,347,34,0.025,0.009,0.145,Widely Recycled,Tier-1 City,0.879,0.512
242,Healthcare OTC,Digestive Aid,Can,Flexible Plastic,Flip Top,High,0.05,0.0083,0.166,369,41,0.0314,0.102,0.074,Not Recycled,Tier-2 City,0.349,0.476
243,Household Care,Dishwash,Box,Composite (Plastic+Paper),Heat Seal,Low,0.702,0.1737,0.247,96,76,0.4572,0.06,0.033,Widely Recycled,Tier-1 City,0.745,0.483
244,Stationery,Marker,Pouch,Bioplastic,None,Low,0.05,0.0104,0.208,78,92,0.0103,0.971,0.124,Widely Recycled,Urban Metro,0.764,0.934
245,Cosmetics,Nail Polish,Carton,Composite (Plastic+Paper),Screw Cap,High,0.05,0.0099,0.197,305,36,0.0195,0.055,0.058,Compostable,Tier-2 City,0.752,0.514
246,Food & Beverage,Staples,Sachet,Flexible Plastic,None,High,1.117,0.1718,0.154,172,29,0.3077,0.164,0.136,Widely Recycled,Tier-1 City,0.732,0.441
247,Household Care,Dishwash,Can,Glass,Snap Fit,Medium,0.846,0.2865,0.339,87,72,0.1732,0.49,0.093,Widely Recycled,Rural,0.764,0.691
248,Stationery,Marker,Pouch,Glass,Heat Seal,Medium,0.05,0.0085,0.171,273,75,0.0084,0.248,0.219,Widely Recycled,Rural,0.829,0.684
249,Personal Care,Deodorant,Tray,Composite (Plastic+Paper),Zipper,Medium,0.126,0.0248,0.197,189,73,0.0834,0.023,0.135,Compostable,Urban Metro,0.763,0.581
250,Food & Beverage,Ready-to-Eat,Bottle,Rigid Plastic,Pump,High,0.326,0.0472,0.145,303,68,0.1681,0.115,0.074,Widely Recycled,Tier-2 City,0.723,0.564
251,Baby Products,Diapers,Pouch,Steel,None,Medium,0.836,0.2348,0.281,142,67,0.3907,0.564,0.019,Check Locally,Tier-2 City,0.418,0.583
252,Household Care,Laundry Detergent,Box,Composite (Plastic+Paper),None,Low,1.174,0.2565,0.218,79,56,0.6242,0.077,0.025,Check Locally,Tier-2 City,0.663,0.377
253,Electronics,Small Appliance,Tub,Glass,Pump,Medium,3.833,0.6483,0.169,187,79,0.9481,0.231,0.222,Check Locally,Urban Metro,0.514,0.361
254,Apparel & Fashion,Jeans,Pouch,Steel,Zipper,Low,0.871,0.2742,0.315,74,38,0.731,0.37,0.027,Return to Store,Urban Metro,0.438,0.354
255,Pet Care,Pet Shampoo,Tray,Corrugated Board,Screw Cap,Low,0.386,0.033,0.085,87,70,0.0486,0.99,0.065,Widely Recycled,Rural,0.946,0.9
256,Household Care,Dishwash,Bottle,Glass,Pump,Medium,0.612,0.1874,0.306,278,99,0.0992,0.33,0.132,Widely Recycled,Rural,0.826,0.743
257,Electronics,Small Appliance,Tube,Glass,Screw Cap,Medium,3.084,0.7354,0.238,132,93,0.8597,0.445,0.217,Not Recycled,Tier-1 City,0.165,0.435
258,Household Care,Floor Cleaner,Blister Pack,Corrugated Board,Screw Cap,High,0.944,0.1538,0.163,239,97,0.1236,0.715,0.016,Widely Recycled,Rural,0.919,0.86
259,Healthcare OTC,Pain Relief,Carton,Paperboard,Heat Seal,High,0.05,0.0029,0.058,270,86,0.0028,0.925,0.028,Check Locally,Urban Metro,0.57,0.877
260,Food & Beverage,Confectionery,Bottle,Rigid Plastic,Pump,High,0.078,0.01,0.128,321,39,0.0316,0.261,0.116,Check Locally,Tier-2 City,0.621,0.562
261,Apparel & Fashion,T-Shirt,Blister Pack,Aluminium,Pump,Medium,0.313,0.0687,0.219,195,82,0.031,0.186,0.033,Not Recycled,Urban Metro,0.357,0.605
262,Electronics,Laptop,Tub,Glass,Screw Cap,High,2.259,0.6959,0.308,290,74,0.6644,0.153,0.192,Widely Recycled,Urban Metro,0.997,0.482
263,Apparel & Fashion,T-Shirt,Carton,Composite (Plastic+Paper),Pump,Medium,0.233,0.0487,0.209,133,50,0.1508,0.296,0.118,Check Locally,Tier-1 City,0.532,0.549
264,Food & Beverage,Ready-to-Eat,Tube,Bioplastic,Pump,Ultra High,0.315,0.0306,0.097,246,88,0.0284,0.776,0.076,Return to Store,Urban Metro,0.184,0.772
265,Apparel & Fashion,Shoes,Pouch,Aluminium,Zipper,Medium,0.932,0.2659,0.285,220,87,0.2722,0.441,0.027,Widely Recycled,Tier-1 City,0.983,0.718
266,Food & Beverage,Confectionery,Can,Tinplate,Screw Cap,Ultra High,0.111,0.0214,0.192,194,37,0.0515,0.157,0.017,Return to Store,Urban Metro,0.286,0.468
267,Stationery,Pen,Tray,Composite (Plastic+Paper),Snap Fit,Low,0.05,0.0087,0.173,147,30,0.0194,0.199,0.145,Compostable,Tier-1 City,0.75,0.543
268,Baby Products,Baby Wipes,Blister Pack,Steel,Snap Fit,Medium,0.3,0.1,0.333,227,54,0.1287,0.457,0.031,Return to Store,Tier-2 City,0.371,0.59
269,Electronics,Small Appliance,Pouch,Corrugated Board,None,Medium,3.294,0.436,0.132,128,87,0.1393,0.919,0.055,Check Locally,Urban Metro,0.454,0.821
270,Food & Beverage,Snacks,Sachet,Flexible Plastic,Zipper,Ultra High,0.165,0.0314,0.19,251,37,0.0705,0.267,0.012,Check Locally,Urban Metro,0.437,0.518
271,Pet Care,Pet Food,Tub,Rigid Plastic,Pump,Medium,2.4,0.3486,0.145,190,59,1.3848,0.068,0.065,Widely Recycled,Tier-2 City,0.993,0.204
272,Healthcare OTC,Cold & Flu,Box,Composite (Plastic+Paper),Pump,Ultra High,0.05,0.0066,0.132,330,44,0.021,0.205,0.054,Check Locally,Tier-2 City,0.667,0.566
273,Electronics,Mobile Phone,Tub,Glass,Flip Top,Medium,0.407,0.1159,0.285,172,93,0.0775,0.346,0.12,Check Locally,Urban Metro,0.519,0.691
274,Stationery,Printer Ink,Can,Corrugated Board,Pump,Low,0.249,0.0146,0.059,103,71,0.0096,0.98,0.083,Not Recycled,Urban Metro,0.223,0.803
275,Apparel & Fashion,Jacket,Bottle,Glass,Pump,High,1.115,0.2485,0.223,304,89,0.2136,0.195,0.175,Return to Store,Urban Metro,0.226,0.551
276,Stationery,Notebook,Tray,Corrugated Board,Heat Seal,High,0.473,0.048,0.101,199,92,0.0406,0.824,0.141,Not Recycled,Urban Metro,0.332,0.816
277,Stationery,Pen,Tray,Composite (Plastic+Paper),Screw Cap,Low,0.05,0.0049,0.098,68,26,0.0189,0.262,0.073,Check Locally,Urban Metro,0.664,0.54
278,Healthcare OTC,Vitamins,Carton,Composite (Plastic+Paper),Flip Top,Medium,0.247,0.0255,0.103,153,31,0.0497,0.079,0.084,Check Locally,Urban Metro,0.451,0.456
279,Cosmetics,Nail Polish,Pouch,Aluminium,Heat Seal,Low,0.053,0.0172,0.324,125,87,0.0123,0.502,0.013,Widely Recycled,Urban Metro,0.964,0.81
280,Household Care,Floor Cleaner,Tub,Bioplastic,Pump,Medium,1.18,0.1105,0.094,194,84,0.1167,0.949,0.12,Return to Store,Urban Metro,0.45,0.828
281,Baby Products,Baby Lotion,Sachet,Glass,None,Ultra High,0.294,0.0689,0.235,354,99,0.0215,0.548,0.214,Widely Recycled,Rural,0.704,0.813
282,Food & Beverage,Dairy,Blister Pack,Aluminium,Pump,High,0.483,0.1169,0.242,254,92,0.1621,0.518,0.028,Check Locally,Urban Metro,0.72,0.746
283,Healthcare OTC,Cold & Flu,Sachet,Bioplastic,Heat Seal,High,0.05,0.0121,0.243,374,86,0.0125,0.766,0.098,Widely Recycled,Urban Metro,0.881,0.874
284,Apparel & Fashion,T-Shirt,Carton,Corrugated Board,Heat Seal,Medium,0.246,0.0175,0.071,143,75,0.0095,0.816,0.017,Compostable,Rural,0.965,0.876
285,Pet Care,Cat Litter,Carton,Composite (Plastic+Paper),Zipper,Low,6.272,1.4379,0.229,146,53,5.6071,0.015,0.024,Compostable,Rural,0.857,0.0
286,Food & Beverage,Soft Drinks,Can,Composite (Plastic+Paper),Screw Cap,High,1.097,0.2146,0.196,314,29,0.3537,0.207,0.112,Widely Recycled,Urban Metro,0.866,0.461
287,Personal Care,Toothpaste,Tray,Composite (Plastic+Paper),Flip Top,Low,0.139,0.0266,0.191,133,54,0.0414,0.297,0.016,Check Locally,Tier-2 City,0.526,0.592
288,Cosmetics,Lipstick,Tub,Bioplastic,Pump,Low,0.05,0.005,0.099,49,79,0.0061,0.831,0.098,Compostable,Urban Metro,0.906,0.883
289,Healthcare OTC,Pain Relief,Can,Glass,None,High,0.055,0.0084,0.153,356,75,0.0107,0.236,0.143,Compostable,Rural,0.718,0.665
290,Apparel & Fashion,Shoes,Pouch,Bioplastic,None,Medium,0.668,0.1125,0.168,229,99,0.052,0.903,0.065,Return to Store,Rural,0.463,0.874
291,Stationery,Notebook,Bottle,Bioplastic,Pump,Low,0.388,0.0587,0.151,152,80,0.0594,0.873,0.033,Check Locally,Tier-1 City,0.484,0.818
292,Household Care,Floor Cleaner,Can,Corrugated Board,Snap Fit,Low,1.05,0.0881,0.084,133,90,0.0864,0.939,0.113,Check Locally,Urban Metro,0.505,0.859
293,Cosmetics,Nail Polish,Bottle,Flexible Plastic,Screw Cap,Medium,0.05,0.0102,0.205,178,21,0.0303,0.282,0.034,Widely Recycled,Tier-1 City,0.865,0.559
294,Pet Care,Pet Food,Box,Paperboard,Screw Cap,High,2.281,0.291,0.128,281,94,0.2374,0.925,0.138,Widely Recycled,Urban Metro,0.754,0.855
295,Pet Care,Cat Litter,Pouch,Paperboard,Zipper,Low,4.483,0.7088,0.158,94,75,0.8277,0.932,0.11,Compostable,Urban Metro,0.895,0.654
296,Stationery,Notebook,Tray,Paperboard,Flip Top,Low,0.394,0.0486,0.123,119,89,0.0541,0.98,0.15,Widely Recycled,Urban Metro,0.892,0.936
297,Stationery,Pen,Blister Pack,Steel,Heat Seal,Low,0.05,0.0099,0.198,90,75,0.0249,0.256,0.018,Widely Recycled,Urban Metro,0.812,0.68
298,Cosmetics,Mascara,Tray,Composite (Plastic+Paper),Flip Top,Low,0.05,0.0102,0.204,65,54,0.0206,0.151,0.054,Widely Recycled,Urban Metro,0.891,0.609
299,Healthcare OTC,Digestive Aid,Box,Corrugated Board,Zipper,High,0.05,0.0049,0.098,274,92,0.0068,0.954,0.036,Not Recycled,Urban Metro,0.415,0.878
300,Healthcare OTC,Vitamins,Box,Composite (Plastic+Paper),Heat Seal,High,0.189,0.0426,0.226,313,71,0.1455,0.044,0.107,Compostable,Urban Metro,0.716,0.556
301,Pet Care,Cat Litter,Carton,Corrugated Board,Zipper,Low,5.742,0.9302,0.162,71,74,1.3421,0.799,0.103,Return to Store,Rural,0.216,0.355
302,Healthcare OTC,Digestive Aid,Tube,Rigid Plastic,Screw Cap,Medium,0.05,0.0095,0.19,188,57,0.0294,0.092,0.13,Check Locally,Tier-2 City,0.553,0.546
303,Stationery,Marker,Carton,Corrugated Board,Heat Seal,Medium,0.05,0.0045,0.09,97,84,0.0056,0.994,0.141,Widely Recycled,Tier-2 City,0.901,0.943
304,Food & Beverage,Staples,Can,Flexible Plastic,Pump,Medium,1.14,0.1003,0.088,169,77,0.3209,0.189,0.048,Not Recycled,Rural,0.153,0.478
305,Pet Care,Pet Food,Tub,Rigid Plastic,Pump,Medium,1.614,0.1751,0.108,184,47,0.2772,0.037,0.068,Widely Recycled,Urban Metro,0.899,0.482
306,Pet Care,Pet Shampoo,Tub,Rigid Plastic,Flip Top,Medium,0.426,0.044,0.103,219,36,0.0711,0.279,0.103,Widely Recycled,Tier-2 City,0.778,0.571
307,Household Care,Laundry Detergent,Blister Pack,Steel,Heat Seal,Low,1.104,0.2278,0.206,176,79,0.5708,0.466,0.039,Check Locally,Urban Metro,0.605,0.558
308,Personal Care,Toothpaste,Bottle,Rigid Plastic,Flip Top,High,0.156,0.0154,0.098,280,33,0.0519,0.082,0.097,Widely Recycled,Tier-1 City,0.903,0.529
309,Apparel & Fashion,T-Shirt,Pouch,Glass,Heat Seal,High,0.251,0.0396,0.158,240,94,0.0271,0.381,0.213,Check Locally,Rural,0.507,0.718
310,Apparel & Fashion,Jeans,Tray,Corrugated Board,Heat Seal,Low,0.77,0.0722,0.094,73,94,0.0217,0.792,0.044,Widely Recycled,Tier-1 City,0.718,0.876
311,Household Care,Dishwash,Sachet,Flexible Plastic,None,High,0.482,0.0473,0.098,264,77,0.0781,0.089,0.052,Widely Recycled,Tier-2 City,0.737,0.607
