material_id,material_type,tensile_strength_mpa,weight_capacity_kg,density_g_cm3,biodegradability_score,biodegradation_time_days,co2_emission_score,recyclability_percentage,production_cost_per_kg
296,Polylactic Acid (PLA) Blends,53.01,115.68,1.26,83.83,977.64,86.24,96.28,461.45
297,Nano-cellulose Composite,74.95,112.88,0.94,55.31,498.6,86.52,54.41,1115.59
298,Polybutylene Fumarate (PBF),25.89,105.03,1.2,97.99,732.77,86.26,76.76,1038.89
299,Starch-based Polymer,61.92,120.03,1.2,59.52,899.83,93.33,72.03,1095.46
300,PHA (Polyhydroxyalkanoates),14.34,30.81,1.0,87.91,894.07,58.2,42.17,497.3
301,Recycled PP,11.36,48.4,1.0,82.72,559.37,59.17,48.88,305.12
302,Nano-cellulose Composite,53.82,72.68,1.31,61.41,150.46,83.54,95.25,300.59
303,Paper-based Composite,54.64,109.8,1.27,60.61,590.02,97.89,44.57,755.91
304,Starch-based Polymer,63.21,73.75,1.14,93.84,477.54,75.54,79.26,505.59
305,Seaweed/Kelp-based Polymer,71.06,99.39,1.1,72.44,706.39,98.19,97.6,463.52
306,Nano-cellulose Composite,93.17,35.08,1.3,83.59,456.86,97.16,40.13,422.41
307,Maleic Anhydride Grafted (MAG) Polymers,52.49,47.06,1.32,76.44,1087.6,95.55,59.14,762.1
308,PLA (Polylactic Acid),35.37,97.68,1.25,87.05,435.48,95.87,47.23,748.1
309,Paper-based Composite,77.18,37.8,0.97,75.26,65.03,95.34,47.07,622.31
310,Recycled PP,30.76,57.51,1.08,66.15,897.13,91.75,40.09,338.44
311,Polybutylene Fumarate (PBF),45.64,48.38,0.95,69.76,1064.07,86.03,76.17,1128.79
312,Polylactic Acid (PLA) Blends,13.73,57.35,1.27,93.31,565.1,55.32,82.75,627.94
313,Seaweed/Kelp-based Polymer,9.02,95.2,1.1,74.73,305.36,60.26,78.02,323.64
314,Alginate,92.0,59.25,0.95,62.64,148.99,60.35,94.88,237.08
315,Seaweed/Kelp-based Polymer,80.79,79.04,1.28,96.89,1040.45,55.28,41.91,352.59
316,Polybutylene Adipate Terephthalate (PBAT),68.39,30.96,1.14,90.34,364.78,59.54,53.75,497.13
317,PHA (Polyhydroxyalkanoates),42.98,105.41,1.19,55.14,273.11,96.32,55.43,830.09
318,Recycled PET (rPET),22.12,59.47,0.93,99.95,991.59,84.6,47.78,1170.94
319,Jute Fiber Composite,20.63,88.89,1.12,85.51,562.93,68.49,41.67,472.07
320,Polybutylene Succinate (PBS),28.93,97.0,1.0,60.11,799.69,90.54,65.1,989.8
321,Maleic Anhydride Grafted (MAG) Polymers,55.4,42.55,1.17,63.77,145.01,76.57,88.74,1111.39
322,Chitosan,70.04,113.82,1.2,85.39,319.96,60.71,96.91,591.57
323,Polyhydroxyvalerate (PHV),65.23,85.48,1.14,89.54,58.25,94.71,40.8,453.27
324,Recycled PET (rPET),31.56,65.68,0.98,63.85,694.41,69.71,87.97,691.07
325,Recycled PP,91.31,39.66,1.35,64.71,981.01,86.21,88.07,1096.71
326,Jute Fiber Composite,72.11,119.91,1.21,67.09,984.88,67.51,58.45,210.98
327,Cellulose Acetate,55.86,100.14,1.04,80.91,974.01,77.1,39.48,686.63
328,Polybutylene Fumarate (PBF),60.94,42.38,1.23,60.66,437.22,91.58,99.32,957.6
329,PHA (Polyhydroxyalkanoates),43.93,56.07,1.29,57.45,423.61,61.38,76.58,801.13
330,Recycled PP,28.71,105.9,1.19,84.75,1090.45,98.96,98.79,697.34
331,Chitosan,38.29,93.87,1.04,89.51,811.08,57.42,64.89,753.61
332,Natural Fiber Composite,73.87,101.27,1.32,76.29,172.87,78.66,58.87,819.23
333,Chitosan,8.05,67.0,0.97,69.78,155.15,96.15,48.81,882.08
334,Polybutylene Fumarate (PBF),17.06,96.06,1.33,73.02,774.22,97.51,98.88,556.19
335,Recycled LDPE,10.85,61.22,0.92,70.95,1033.18,64.83,49.22,717.37
336,Polycaprolactone (PCL),10.39,42.72,1.23,98.1,910.93,60.79,33.62,473.57
337,Polybutylene Succinate (PBS),82.51,87.21,1.34,88.98,659.22,87.38,66.85,1183.99
338,Recycled HDPE,69.07,123.47,1.15,62.38,194.41,56.12,57.64,387.29
339,Cellulose Acetate,48.76,53.21,1.28,70.75,137.39,76.42,49.77,350.66
340,Recycled PET (rPET),15.44,69.08,1.23,78.34,990.59,90.67,75.15,468.82
341,Alginate,50.3,91.58,1.02,81.62,954.9,79.86,56.77,1120.05
342,Polybutylene Adipate Terephthalate (PBAT),48.7,77.59,1.19,74.74,224.28,62.81,59.35,858.86
343,Polyhydroxyvalerate (PHV),22.11,109.47,1.04,90.98,945.47,76.51,33.57,655.93
344,Polylactic Acid (PLA) Blends,45.19,100.84,1.39,88.96,775.91,96.39,72.06,1125.4
345,Recycled PET (rPET),42.06,26.57,1.31,76.5,1005.46,82.47,40.3,1100.15
346,Recycled PP,61.3,125.83,1.34,93.09,751.13,87.24,46.54,601.59
347,Nano-cellulose Composite,63.0,99.86,1.39,88.18,950.47,69.6,80.76,763.64
348,PHA (Polyhydroxyalkanoates),10.79,111.63,0.95,89.48,903.5,62.83,53.3,1105.37
349,Nano-cellulose Composite,39.94,89.17,1.02,97.93,268.74,65.91,43.1,519.4
350,Paper-based Composite,62.19,110.83,1.2,65.16,193.07,78.62,71.26,607.54
351,Recycled LDPE,51.32,32.28,0.9,65.21,513.34,67.03,46.61,993.01
352,Thermoplastic Starch (TPS),82.61,57.13,0.97,94.73,256.75,79.02,50.43,898.64
353,Chitosan,65.09,112.95,1.11,89.18,290.94,86.62,74.25,248.65
354,Maleic Anhydride Grafted (MAG) Polymers,21.2,41.7,1.27,96.51,719.8,87.84,82.31,317.38
355,Bagasse Fiber Composite,13.03,28.67,1.33,55.5,255.3,61.74,82.3,1046.26
356,Jute Fiber Composite,63.65,103.63,1.21,82.32,703.52,88.57,64.79,229.74
357,Blended Starch,9.13,108.63,0.96,59.37,412.05,85.01,62.89,1119.93
358,Hemp Fiber Composite,58.64,37.58,0.95,76.44,207.55,54.75,85.56,471.75
359,Natural Fiber Composite,90.02,110.62,1.14,59.9,951.37,56.9,45.13,798.38
360,Jute Fiber Composite,57.73,92.93,1.28,58.58,487.94,83.8,42.35,764.58
361,Blended Starch,41.14,75.33,0.95,53.08,188.37,71.77,77.2,596.25
362,Cellulose Acetate,63.73,108.08,1.01,82.44,71.72,60.89,59.85,231.44
363,Cork Composite,47.35,64.68,1.1,69.55,958.4,56.23,80.28,392.47
364,Cork Composite,55.08,40.89,1.21,57.5,141.58,61.5,49.45,814.97
365,Nano-cellulose Composite,90.13,50.49,1.27,67.83,426.59,98.05,54.09,646.37
366,Recycled PET (rPET),40.96,73.75,1.17,60.52,977.05,87.52,92.97,613.84
367,Recycled HDPE,91.87,76.51,1.11,97.23,803.87,78.37,60.67,297.7
368,PLA (Polylactic Acid),86.93,105.47,0.92,67.7,866.59,97.32,72.18,547.13
369,Recycled HDPE,24.11,103.97,1.05,68.36,625.44,82.56,39.25,726.43
370,Polybutylene Adipate Terephthalate (PBAT),12.92,81.8,1.09,92.39,259.0,87.43,44.16,277.69
371,Polycaprolactone (PCL),15.7,102.85,0.95,83.27,1007.75,67.15,34.44,266.7
372,Thermoplastic Starch (TPS),8.39,40.66,1.13,86.23,283.55,81.18,60.86,691.55
373,Hemp Fiber Composite,15.14,25.7,1.21,82.71,270.0,60.77,99.25,761.25
374,Polylactic Acid (PLA) Blends,67.25,112.66,1.25,97.44,936.75,72.73,91.42,457.64
375,Recycled PET (rPET),13.08,28.39,1.13,62.33,295.15,55.72,75.04,525.77
376,Bagasse Fiber Composite,35.02,46.46,0.96,99.48,1062.69,64.12,90.55,996.87
377,Chitosan,81.58,93.83,1.18,91.97,766.5,57.63,72.4,1069.24
378,Jute Fiber Composite,8.84,63.64,0.98,80.48,412.2,71.96,57.08,525.23
379,Coconut Coir Composite,78.88,112.94,1.03,83.96,42.54,92.81,43.8,555.71
380,Polybutylene Adipate Terephthalate (PBAT),31.73,51.87,0.97,83.32,291.39,71.51,76.41,1030.33
381,Polycaprolactone (PCL),17.24,21.66,0.94,55.27,621.18,92.29,45.13,1173.83
382,Polybutylene Adipate Terephthalate (PBAT),68.46,52.16,0.98,62.86,327.95,84.27,60.39,520.59
383,Recycled PP,62.46,81.45,1.1,98.17,66.33,77.54,88.15,988.73
384,Coconut Coir Composite,84.46,60.11,1.12,77.88,254.87,65.05,40.79,679.69
385,PLA (Polylactic Acid),71.86,76.89,1.21,70.47,614.58,96.43,40.77,463.73
386,Blended Starch,77.91,112.97,0.95,88.7,856.28,56.68,47.26,881.79
387,Mycelium-based Material,31.75,116.76,1.06,77.41,794.85,85.75,69.53,662.55
388,Nano-cellulose Composite,22.49,48.49,1.28,53.13,362.82,82.65,49.12,468.16
389,Mycelium-based Material,73.23,69.21,1.34,87.47,254.1,74.4,66.22,307.23
390,Recycled PP,78.21,78.39,1.2,87.28,794.8,65.21,52.53,1066.95
391,Thermoplastic Starch (TPS),94.47,120.63,1.33,60.34,401.33,73.93,66.42,1078.67
392,Mycelium-based Material,43.31,125.85,1.1,97.94,852.64,94.17,50.88,274.96
393,Polybutylene Adipate Terephthalate (PBAT),39.71,45.27,0.95,63.14,290.32,92.52,98.64,863.4
394,Recycled PP,75.52,97.17,1.24,74.24,907.93,97.32,65.5,362.58
395,Nano-cellulose Composite,36.95,60.33,1.27,57.95,884.04,68.3,82.57,846.32
396,Paper-based Composite,89.18,21.27,0.96,81.16,314.93,71.93,79.64,1107.62
397,Polycaprolactone (PCL),82.78,21.39,0.96,70.33,493.66,55.06,65.36,460.21
398,Paper-based Composite,44.76,69.04,0.9,69.28,80.77,97.39,48.24,547.93
399,Polylactic Acid (PLA) Blends,73.25,71.97,1.21,91.78,227.79,69.29,66.73,995.13
400,Bagasse Fiber Composite,73.58,22.79,1.08,52.95,525.19,72.71,78.31,935.37
401,Gelatin,15.91,92.94,1.11,90.4,343.67,95.78,63.27,608.66
402,Recycled PP,86.68,51.45,0.93,79.64,402.02,78.32,37.57,1048.55
403,Thermoplastic Starch (TPS),51.51,79.53,0.9,99.34,354.2,80.13,33.22,1120.59
404,Recycled PET (rPET),79.95,52.18,1.09,80.5,182.47,62.27,54.3,652.64
405,Chitosan,35.11,38.06,1.24,55.13,52.37,77.04,42.22,239.45
406,Recycled PP,86.06,63.4,0.91,54.91,394.16,96.25,93.62,709.44
407,Recycled PP,41.24,44.94,0.91,94.45,117.9,79.79,43.96,939.68
408,Chitosan,7.74,76.88,0.95,92.46,676.79,65.88,58.81,420.04
409,Jute Fiber Composite,86.93,41.4,1.37,68.93,207.83,55.63,80.42,299.43
410,Cellulose Acetate,14.86,74.09,1.29,81.86,108.23,69.6,87.45,485.21
411,Nano-cellulose Composite,35.05,37.03,1.03,75.76,193.34,80.42,64.48,211.59
412,Recycled LDPE,90.89,91.26,0.95,98.44,46.07,56.15,44.32,915.47
413,PHA (Polyhydroxyalkanoates),90.94,100.02,0.95,97.62,415.63,82.13,50.42,346.07
414,Polylactic Acid (PLA) Blends,57.55,32.07,1.07,99.23,932.28,78.17,60.49,923.65
415,Starch-based Polymer,62.72,69.81,0.97,93.66,387.65,90.08,56.79,434.55
416,Gelatin,46.48,27.89,1.01,95.7,984.77,55.52,55.71,1192.06
417,Paper-based Composite,32.74,83.57,1.08,62.82,758.22,89.96,40.97,731.8
418,Cellulose Acetate,35.88,48.33,1.12,91.97,631.88,78.06,94.11,241.34
419,PHA (Polyhydroxyalkanoates),66.32,76.12,0.93,86.17,431.54,71.17,34.02,972.68
420,Mycelium-based Material,73.39,75.05,1.34,98.23,968.38,98.41,61.92,610.09
421,Recycled HDPE,76.86,118.01,0.93,79.63,50.58,61.53,98.66,807.32
422,Recycled PP,76.68,78.39,1.36,56.55,737.14,78.99,76.86,1151.21
423,Thermoplastic Starch (TPS),14.85,81.97,1.03,80.88,650.97,68.9,56.17,717.27
424,Polybutylene Succinate (PBS),50.55,62.82,1.03,85.11,340.23,78.36,41.93,1004.38
425,Chitosan,11.88,120.62,1.35,62.97,101.42,79.49,97.54,502.79
426,Starch-based Polymer,55.43,102.47,1.16,71.22,298.93,58.3,32.95,914.52
427,Recycled HDPE,45.87,50.55,1.04,80.93,109.66,84.48,78.33,299.32
428,Thermoplastic Starch (TPS),85.37,109.55,1.16,70.27,1022.57,83.26,91.85,1093.35
429,PLA (Polylactic Acid),37.85,66.07,1.39,70.31,40.03,89.44,33.71,399.75
430,Polylactic Acid (PLA) Blends,17.14,107.91,1.33,58.82,477.94,58.35,81.31,501.93
431,Coconut Coir Composite,19.44,107.3,1.01,97.19,810.39,67.81,99.92,1158.21
432,Recycled PET (rPET),74.2,40.35,0.92,88.15,360.15,83.98,75.5,355.21
433,Starch-based Polymer,61.51,94.44,1.29,52.56,322.38,60.46,60.2,454.41
434,PHA (Polyhydroxyalkanoates),15.73,51.1,0.96,88.87,1081.39,85.23,91.46,780.18
435,Hemp Fiber Composite,14.23,51.82,1.19,87.64,103.14,56.9,69.68,1180.69
436,Thermoplastic Starch (TPS),68.84,51.7,1.22,52.96,697.45,69.54,82.96,891.42
437,Cellulose Acetate,13.22,97.02,1.03,70.06,672.95,92.98,71.97,314.19
438,Bagasse Fiber Composite,79.54,44.68,1.18,81.32,275.09,89.66,34.6,948.12
439,Blended Starch,69.3,20.51,1.17,74.01,893.17,83.73,46.49,626.22
440,Gelatin,13.98,95.93,1.25,89.45,505.99,94.07,37.36,1192.33
441,Recycled PET (rPET),14.29,38.49,1.35,72.71,713.59,86.68,39.25,828.72
442,Coconut Coir Composite,94.13,31.44,0.97,59.81,245.35,77.99,33.05,731.96
443,Gelatin,39.91,45.49,1.19,98.88,56.59,99.07,60.64,757.27
444,Blended Starch,39.59,60.52,1.17,64.0,184.9,86.02,44.15,841.56
445,Thermoplastic Starch (TPS),78.74,70.66,1.15,86.59,266.63,81.74,90.19,931.83
446,Recycled LDPE,90.64,25.12,1.1,59.3,811.89,72.93,83.0,278.32
447,Polycaprolactone (PCL),94.07,122.89,1.39,68.13,578.07,95.53,70.98,330.67
448,Recycled LDPE,73.48,96.02,1.27,73.5,439.94,67.74,65.25,500.48
449,PHA (Polyhydroxyalkanoates),40.09,54.54,1.27,61.63,834.67,54.62,49.4,677.95
450,Recycled LDPE,14.17,54.06,1.27,73.87,104.51,63.21,64.3,511.07
451,Maleic Anhydride Grafted (MAG) Polymers,75.58,67.77,0.95,59.97,169.49,59.22,75.6,413.84
452,Polybutylene Fumarate (PBF),56.22,86.54,0.97,79.05,955.9,68.81,85.19,1125.03
453,Polyhydroxyvalerate (PHV),44.34,35.87,0.98,84.03,415.88,92.03,37.55,232.6
454,Poly(3-hydroxybutyrate) (PHB),87.02,40.36,1.07,55.47,316.6,84.04,80.18,1138.7
455,Starch-based Polymer,16.62,111.16,1.08,93.88,379.1,61.94,82.51,1107.24
456,Recycled HDPE,50.39,47.47,1.03,61.29,192.32,90.33,70.01,883.78
457,Seaweed/Kelp-based Polymer,7.79,60.55,1.14,63.2,464.88,77.29,46.57,232.53
458,Polyhydroxyvalerate (PHV),48.27,112.41,1.27,83.91,925.1,77.68,68.66,425.36
459,Thermoplastic Starch (TPS),11.76,90.43,1.02,74.77,726.69,70.78,66.18,1179.1
460,Polybutylene Fumarate (PBF),17.3,56.49,0.98,76.22,690.62,93.8,64.35,1105.95
461,Polylactic Acid (PLA) Blends,17.18,92.6,1.37,58.59,82.21,68.78,63.32,1164.57
462,Polybutylene Succinate (PBS),64.25,22.49,0.97,90.77,993.68,58.51,39.54,1196.12
463,PLA (Polylactic Acid),72.83,98.09,1.38,81.81,971.04,68.06,44.44,263.89
464,Recycled HDPE,58.43,71.83,1.24,58.93,950.78,86.96,38.62,770.86
465,Hemp Fiber Composite,91.96,106.27,1.22,70.26,549.7,84.32,48.49,1034.14
466,Mycelium-based Material,39.97,121.21,1.31,90.99,279.41,62.81,49.92,519.71
467,Natural Fiber Composite,32.07,118.16,0.93,79.5,451.07,59.32,48.67,635.56
468,Gelatin,83.68,116.42,0.98,57.66,439.53,84.47,46.34,483.74
469,Natural Fiber Composite,26.57,74.49,0.94,70.21,817.53,85.18,82.01,238.07
470,Starch-based Polymer,92.05,58.44,1.26,64.03,753.79,70.97,87.66,272.71
471,Starch-based Polymer,7.86,69.51,0.93,77.08,928.6,92.8,54.24,221.44
472,Cellulose Acetate,92.64,93.26,0.9,92.56,493.4,99.0,52.75,727.24
473,Polylactic Acid (PLA) Blends,10.6,113.75,0.95,73.22,1004.48,63.62,89.39,818.42
474,Polybutylene Fumarate (PBF),85.67,42.27,0.95,73.08,824.57,80.63,74.43,507.7
475,Recycled HDPE,53.5,117.36,0.92,95.5,908.73,54.44,51.95,1026.15
476,Recycled HDPE,94.69,106.48,1.1,79.87,284.07,86.86,80.53,1088.01
477,Thermoplastic Starch (TPS),13.31,123.77,1.33,79.39,1051.67,73.17,55.43,339.75
478,Gelatin,55.81,113.36,1.27,64.94,841.62,63.05,71.89,251.92
479,Nano-cellulose Composite,92.59,49.97,1.28,81.37,353.58,88.65,99.5,519.38
480,Paper-based Composite,53.09,31.6,0.92,79.86,435.01,91.33,52.51,912.99
481,Chitosan,62.5,32.26,1.22,71.35,675.33,59.29,95.28,707.42
482,Recycled PET (rPET),68.37,51.16,1.08,99.56,137.19,56.08,53.8,688.09
483,Polybutylene Adipate Terephthalate (PBAT),47.02,85.26,1.39,94.39,865.83,69.5,68.74,352.41
484,Cork Composite,62.34,105.34,1.0,88.11,522.13,82.87,63.28,551.45
485,Natural Fiber Composite,58.51,115.36,1.01,78.02,840.58,90.54,85.25,1158.89
486,Polybutylene Adipate Terephthalate (PBAT),86.56,86.27,0.96,74.45,355.35,79.21,36.15,540.56
487,Polybutylene Adipate Terephthalate (PBAT),10.8,21.0,1.2,61.28,953.72,80.8,74.64,791.43
488,Poly(3-hydroxybutyrate) (PHB),31.65,40.08,1.16,67.02,722.62,90.83,83.73,258.35
489,Polycaprolactone (PCL),90.92,30.94,1.04,89.26,503.89,78.42,64.11,263.85
490,Blended Starch,85.6,58.77,1.2,74.05,479.61,82.19,39.16,624.25
491,Polybutylene Adipate Terephthalate (PBAT),47.12,73.35,1.14,94.41,199.56,77.84,48.65,804.11
492,Cork Composite,61.68,24.99,1.17,59.53,159.49,94.52,78.22,572.34
493,Bagasse Fiber Composite,31.34,57.21,1.05,76.65,37.05,64.99,92.89,379.01
494,Hemp Fiber Composite,23.43,39.33,1.21,83.23,549.78,66.29,60.67,935.96
495,Coconut Coir Composite,47.83,88.73,1.35,77.05,1050.98,60.06,70.11,340.04
496,Seaweed/Kelp-based Polymer,38.06,69.43,0.98,94.74,85.51,91.73,47.53,868.02
497,Mycelium-based Material,58.45,72.71,0.91,99.5,1089.92,73.06,60.03,1156.73
498,Blended Starch,13.66,65.57,1.33,58.0,1043.78,70.13,54.9,670.54
499,PLA (Polylactic Acid),93.04,121.36,1.3,58.67,1062.09,99.15,76.58,400.43
500,Bagasse Fiber Composite,94.09,43.08,1.02,58.69,512.24,96.65,98.96,1041.98
501,Seaweed/Kelp-based Polymer,68.59,74.96,1.31,84.86,533.95,98.72,87.3,705.48
502,Jute Fiber Composite,54.24,98.13,1.24,70.2,807.38,60.72,45.07,1123.22
503,Nano-cellulose Composite,34.18,79.21,1.3,87.33,450.09,95.02,71.28,920.59
504,Recycled PP,78.83,118.51,1.36,71.76,73.31,69.25,36.52,630.61
505,Recycled HDPE,67.4,60.32,1.09,82.31,555.64,54.78,48.79,817.38
506,Polybutylene Succinate (PBS),21.18,69.37,1.3,89.07,715.29,72.12,43.71,369.96
507,Polybutylene Succinate (PBS),87.42,29.76,1.26,78.54,574.13,77.52,54.82,587.23
508,Blended Starch,79.6,84.71,1.19,78.13,414.65,59.16,78.16,793.87
509,Seaweed/Kelp-based Polymer,90.87,50.84,1.37,56.69,1036.01,78.83,65.96,790.04
510,Polylactic Acid (PLA) Blends,71.03,37.34,1.23,72.01,1060.69,91.73,95.44,787.22
511,Poly(3-hydroxybutyrate) (PHB),61.09,77.91,1.19,78.42,237.29,71.5,46.47,943.54
512,Recycled HDPE,43.81,76.62,1.19,74.44,1030.18,70.35,56.77,305.65
513,Polybutylene Fumarate (PBF),89.35,28.42,1.2,95.29,103.43,69.72,54.43,273.66
514,Natural Fiber Composite,83.45,94.13,1.35,95.56,1043.62,96.48,48.05,348.02
515,Poly(3-hydroxybutyrate) (PHB),10.78,86.27,1.04,91.54,998.18,56.43,99.54,992.39
516,Recycled LDPE,9.11,40.37,1.25,70.33,946.8,74.58,58.33,264.85
517,Alginate,40.11,69.98,1.0,86.57,573.77,66.32,95.95,425.24
518,Recycled LDPE,78.54,96.47,1.03,71.28,451.49,95.14,58.55,454.78
519,Recycled PP,94.18,76.31,1.23,63.55,270.79,58.6,45.88,847.25
520,Polycaprolactone (PCL),20.1,62.17,1.16,68.79,59.09,73.04,40.11,601.63
521,Paper-based Composite,59.38,54.45,1.35,55.87,708.33,72.83,90.18,398.99
522,Recycled LDPE,40.5,84.86,1.23,68.26,149.75,94.89,34.18,649.54
523,PHA (Polyhydroxyalkanoates),92.65,119.57,1.1,74.39,957.76,64.07,97.58,885.45
524,Alginate,81.33,91.34,0.97,97.89,879.0,83.74,60.44,986.05
525,Paper-based Composite,81.0,28.3,0.94,67.39,734.24,60.36,48.82,323.88
526,Recycled LDPE,48.27,69.05,1.15,95.37,727.76,97.89,73.99,914.72
527,Paper-based Composite,43.5,114.47,1.19,63.37,875.46,81.36,41.04,204.52
528,Polylactic Acid (PLA) Blends,30.98,30.38,1.14,61.57,373.7,82.88,36.91,924.32
529,Recycled PP,11.77,124.83,1.12,77.15,298.37,74.07,88.29,861.0
530,Polybutylene Adipate Terephthalate (PBAT),83.33,120.62,1.17,84.44,351.27,69.88,60.88,668.67
531,Polybutylene Adipate Terephthalate (PBAT),78.75,28.68,1.11,54.61,969.54,63.94,67.24,336.87
532,Seaweed/Kelp-based Polymer,95.29,118.97,0.93,63.0,150.2,81.86,44.02,964.55
533,Jute Fiber Composite,95.01,58.75,0.97,74.14,735.43,97.92,36.18,271.75
534,Recycled LDPE,55.95,109.6,0.96,68.22,1054.65,70.68,57.01,1095.57
535,Recycled HDPE,74.86,64.59,1.07,86.35,952.91,94.65,66.42,973.46
536,Poly(3-hydroxybutyrate) (PHB),90.42,66.96,0.94,76.78,280.0,61.01,84.05,940.96
537,Gelatin,82.0,87.38,1.05,60.12,763.92,97.07,66.07,954.39
538,Maleic Anhydride Grafted (MAG) Polymers,28.68,102.19,0.94,94.99,527.51,70.25,85.21,267.57
539,Alginate,46.67,23.98,1.17,66.41,634.23,71.59,39.85,1189.95
540,Chitosan,18.21,83.04,1.36,87.23,720.23,75.4,36.35,1058.6
541,Recycled LDPE,91.24,40.13,1.23,89.55,761.23,87.1,42.8,707.93
542,Nano-cellulose Composite,60.44,56.94,0.94,98.25,318.93,87.16,84.5,919.4
543,Gelatin,27.02,57.15,0.93,76.18,829.18,76.17,83.63,939.26
544,Polybutylene Succinate (PBS),66.25,69.94,1.29,81.75,992.14,78.16,41.61,1029.79
545,Recycled PP,61.5,55.69,0.94,68.41,392.86,55.57,34.11,455.37
546,Alginate,38.49,31.75,1.36,84.71,419.33,68.14,78.6,572.05
547,Recycled LDPE,16.83,35.79,1.01,74.51,113.65,70.05,90.16,999.69
548,Recycled PP,66.23,23.94,1.14,73.29,821.46,79.79,83.28,968.98
549,Recycled PP,52.84,70.06,1.13,93.13,392.4,79.77,45.79,722.62
550,PLA (Polylactic Acid),75.15,121.19,1.3,54.88,650.47,86.71,71.7,596.21
551,Mycelium-based Material,52.83,32.62,1.08,94.39,436.4,87.04,83.5,1168.44
552,Nano-cellulose Composite,82.22,120.33,1.05,92.97,592.09,64.97,49.4,615.02
553,Recycled PET (rPET),55.64,97.85,1.16,76.55,856.17,89.47,67.89,963.99
554,Coconut Coir Composite,56.44,87.72,1.14,75.78,241.34,55.1,53.38,612.64
555,Polybutylene Fumarate (PBF),84.39,88.54,1.3,69.69,48.25,87.0,47.34,509.84
556,Nano-cellulose Composite,42.5,107.7,1.3,99.72,664.63,58.87,97.93,841.0
557,Recycled HDPE,18.64,31.7,1.19,57.78,424.24,87.62,94.06,1007.62
558,Seaweed/Kelp-based Polymer,9.33,73.71,1.39,80.54,645.44,78.34,62.31,1181.38
559,Alginate,73.63,94.02,1.32,84.88,975.56,74.23,41.3,348.9
560,PHA (Polyhydroxyalkanoates),61.7,82.37,1.03,96.88,354.08,85.83,81.5,1076.11
561,Blended Starch,69.11,108.34,0.93,89.56,1063.37,55.87,49.39,724.14
562,Poly(3-hydroxybutyrate) (PHB),25.63,28.04,1.21,83.08,582.77,64.43,43.46,307.74
563,Cellulose Acetate,18.85,93.34,1.01,58.05,809.71,82.43,57.94,994.38
564,Recycled PET (rPET),8.07,76.8,1.23,70.25,930.86,93.0,68.03,531.54
565,Polyhydroxyvalerate (PHV),37.82,60.45,0.98,59.09,379.0,71.65,38.63,1068.25
566,Seaweed/Kelp-based Polymer,59.01,56.34,1.32,94.36,46.06,66.05,70.88,357.8
567,Coconut Coir Composite,41.51,85.96,1.05,88.11,335.64,77.96,33.04,911.09
568,Alginate,45.51,114.49,1.02,88.48,466.78,82.7,92.65,500.8
569,PHA (Polyhydroxyalkanoates),86.83,72.8,1.07,83.48,893.5,73.44,94.61,457.35
570,Recycled PP,37.61,107.49,1.27,76.58,540.15,94.35,81.85,250.26
571,Maleic Anhydride Grafted (MAG) Polymers,52.28,62.87,1.2,59.62,486.43,78.17,63.73,681.91
572,Nano-cellulose Composite,76.16,31.22,0.93,68.16,900.8,55.84,49.33,591.5
573,Nano-cellulose Composite,41.89,26.9,0.95,59.0,909.38,64.42,82.6,261.69
574,Alginate,61.85,25.83,1.31,86.93,889.3,74.84,95.36,426.64
575,Recycled HDPE,83.13,60.55,1.19,60.11,745.85,86.16,42.78,687.27
576,Polylactic Acid (PLA) Blends,90.84,56.02,1.05,85.85,61.49,64.26,63.68,1008.27
577,Gelatin,19.8,96.22,1.07,85.38,406.23,98.91,53.44,1129.45
578,Mycelium-based Material,88.81,98.84,1.09,74.32,613.38,68.79,56.26,715.33
579,Polybutylene Fumarate (PBF),50.35,25.78,0.94,58.92,344.2,78.59,59.59,603.31
580,Polybutylene Adipate Terephthalate (PBAT),29.64,43.76,1.04,67.45,479.25,55.07,96.72,1154.75
581,Recycled PP,47.43,49.37,1.05,67.7,145.07,94.73,49.59,1162.86
582,Recycled PP,93.54,78.23,1.38,85.77,61.12,90.33,65.5,390.41
583,Nano-cellulose Composite,50.39,35.67,0.98,57.9,631.45,63.15,96.7,731.46
584,Cellulose Acetate,35.88,34.55,0.99,91.88,804.25,96.94,64.37,1020.91
585,Polylactic Acid (PLA) Blends,62.85,120.06,1.34,88.65,604.0,68.67,90.72,1022.26
586,Poly(3-hydroxybutyrate) (PHB),28.04,105.33,1.36,61.35,399.53,85.9,36.0,884.98
587,Recycled LDPE,13.5,39.49,1.27,86.66,1042.67,91.71,96.81,671.47
588,Recycled LDPE,18.19,63.34,0.97,84.25,265.69,88.13,44.75,603.66
589,Bagasse Fiber Composite,18.12,57.96,1.13,88.04,582.51,96.23,98.64,1006.41
590,Polylactic Acid (PLA) Blends,20.23,103.93,1.18,61.47,310.14,93.78,43.94,425.72
591,Recycled HDPE,19.07,74.28,1.17,59.99,1038.1,99.75,62.22,628.43
592,Recycled PET (rPET),63.52,33.91,1.27,63.73,44.38,62.56,52.99,766.86
593,Starch-based Polymer,22.88,98.44,1.15,69.88,966.91,68.16,61.46,1031.78
594,Poly(3-hydroxybutyrate) (PHB),37.38,62.32,1.23,90.2,623.88,83.34,49.04,573.85
