Category_item,Weight_kg,Volumetric_Weight_kg,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg_item,Material_ID,Material_Name,Category_material,Density_kg_m3,Tensile_Strength_MPa,Cost_per_kg,CO2_Emission_kg_material,Biodegradable,co2_impact_index,cost_efficiency_index,environmental_impact_score,material_suitability_score,sustainability_score,sustainability_rating,Item_Volume_m3
Electronics,2.22,0.1,8,TRUE,Air,2423,Mushroom Pkg (Mycelium),2.49,13.448,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,36.8,31.09,22.87,4.15,1.631307318,B,0.000486
Electronics,1.78,0.23,8,TRUE,Air,959,Mushroom Pkg (Mycelium),2.31,4.268,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,59.92,26.78,14.5,4.15,2.216275709,B,0.001152
Electronics,0.17,0,5,TRUE,Air,2971,PLA Bioplastic,1.07,1.263,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,78.16,3.19,12.43,33.25,0.307964577,E,0
Electronics,0.31,0.02,9,TRUE,Air,1684,Mushroom Pkg (Mycelium),1.92,1.305,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,80.32,5.79,7.12,3.72,0.97584256,C,9.10E-05
Clothing,1.15,1.23,3,FALSE,Air,2683,Kraft Paper Mailer,1.09,8.25,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,45.15,6.48,29.43,39.39,0.264220175,E,0.00616
Clothing,0.29,0.18,1,FALSE,Air,2332,Kraft Paper Mailer,0.32,1.691,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,74.74,1.23,13.55,78.9,0.108929881,E,0.000912
Clothing,1.16,1.17,3,FALSE,Air,1258,Kraft Paper Mailer,1.07,3.68,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,58.76,6.26,22.12,39.39,0.339602155,E,0.005852
Electronics,0.11,0,5,TRUE,Road,206,Honeycomb Paper,1.04,0.011,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,99.24,0.75,0.36,18.57,2.499993056,B,0
Clothing,0.2,0.18,1,FALSE,Road,578,Kraft Paper Mailer,0.28,0.058,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.96,0.83,1.63,78.9,0.61104257,D,0.000924
Electronics,15.93,7.37,9,TRUE,Road,1662,Mushroom Pkg (Mycelium),8.17,13.238,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,55.85,77.48,15.98,3.72,5.818272477,A,0.03685
Clothing,1.01,3.82,3,TRUE,Air,2156,Kraft Paper Mailer,2.13,20.59,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,26.82,10.7,39.26,39.39,0.327050425,E,0.01908
Home Decor,1.54,0.95,9,FALSE,Road,486,Mushroom Pkg (Mycelium),2.42,0.374,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,92.74,24.83,2.63,3.08,11.32927326,A,0.004732
Clothing,0.27,0.09,1,FALSE,Road,764,Kraft Paper Mailer,0.31,0.103,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,95.57,1.16,2.38,78.9,0.584873704,D,0.00046
Electronics,0.2,0,5,TRUE,Air,968,Honeycomb Paper,1.08,0.484,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,89.03,1.83,5.17,18.57,0.424758138,D,0
Clothing,0.24,0.09,2,FALSE,Road,689,Kraft Paper Mailer,0.5,0.083,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.16,1.35,2.06,52.56,0.786407385,D,0.000432
Home Decor,2.36,0.98,9,FALSE,Air,1138,Mushroom Pkg (Mycelium),2.74,6.714,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,51.02,33.85,17.72,3.08,2.292324927,B,0.004914
Clothing,0.83,1.46,4,FALSE,Air,1344,Kraft Paper Mailer,1.38,4.906,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,55.43,8.27,23.91,31.48,0.415056444,D,0.007308
Electronics,21.93,8.42,10,TRUE,Road,323,Mushroom Pkg (Mycelium),10.77,3.542,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,66.9,90.02,11.98,3.37,9.017027628,A,0.04209
Beauty,0.41,0.05,8,TRUE,Air,2152,Mushroom Pkg (Mycelium),1.76,2.206,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,72.54,7.62,9.94,4.15,0.919919425,C,0.00025
Electronics,1.72,0.23,8,TRUE,Road,153,Mushroom Pkg (Mycelium),2.29,0.132,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,94.88,26.08,1.85,4.15,16.91674761,A,0.00114
Clothing,1.38,3.7,2,TRUE,Air,1884,Kraft Paper Mailer,1.88,17.427,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,29.93,7.65,37.59,52.56,0.24421388,E,0.018522
Beauty,0.72,0.19,4,TRUE,Road,539,PLA Bioplastic,1.09,0.194,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,85.79,12.19,8.09,39.92,1.808157997,B,0.000931
Home Decor,2.41,1.26,10,FALSE,Air,2387,Mushroom Pkg (Mycelium),2.96,14.382,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,35.3,35.58,23.41,2.79,1.82383589,B,0.0063
Clothing,1.14,1.25,5,FALSE,Air,2963,Kraft Paper Mailer,1.5,9.259,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,42.99,8.13,30.58,26.22,0.319032037,E,0.006264
Furniture,16.97,5.55,10,FALSE,Road,2374,Mushroom Pkg (Mycelium),8.79,20.143,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,50.37,85.31,17.96,2.79,5.699999683,A,0.02773
Furniture,10.44,42.03,6,FALSE,Road,269,Wood Crate,18.01,5.653,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,64.83,33.23,17.24,11.5,2.312992905,B,0.210145
Electronics,18.73,6.6,10,TRUE,Road,1357,Mushroom Pkg (Mycelium),9.49,12.708,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,55.87,87.23,15.97,3.37,6.554539352,A,0.03302
Beauty,0.28,0.04,9,TRUE,Road,293,Mushroom Pkg (Mycelium),1.91,0.041,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,99.27,5.19,0.26,3.72,23.95375402,A,0.000225
Clothing,1.03,1.53,4,FALSE,Air,2107,Kraft Paper Mailer,1.41,8.059,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,45.88,8.5,29.03,31.48,0.351360649,E,0.007657
Clothing,0.26,0.21,1,FALSE,Air,2185,Styrofoam (EPS),0.3,1.42,105,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,71.99,1.65,13.74,0.57,0.096069862,E,0.00105
Clothing,0.25,0.21,2,FALSE,Air,2969,Kraft Paper Mailer,0.5,1.856,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,73.78,1.43,14.07,52.56,0.121961612,E,0.00104
Clothing,0.15,0.21,2,FALSE,Air,1993,Kraft Paper Mailer,0.48,1.046,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,81.99,1.17,9.66,52.56,0.1453416,E,0.00105
Electronics,1.77,0.12,9,TRUE,Air,2008,Mushroom Pkg (Mycelium),2.51,8.885,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,45.67,27.59,19.66,3.72,1.684028399,B,0.000589
Beauty,0.56,0.18,5,TRUE,Air,2275,Wood Crate,1.22,3.185,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,65.87,4.88,16.73,13.44,0.350029866,E,0.000882
Electronics,0.15,0,6,TRUE,Road,494,Honeycomb Paper,1.26,0.037,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,98.45,1.26,0.73,15.9,2.071230039,B,2.00E-05
Clothing,1.67,3.58,3,TRUE,Air,2925,Kraft Paper Mailer,2.03,26.179,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,21.04,10.51,42.36,39.39,0.297733704,E,0.017901
Home Decor,1.32,1.13,10,FALSE,Air,1716,Mushroom Pkg (Mycelium),2.53,5.663,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,54.93,22.56,16.31,2.79,1.659840487,B,0.00567
Furniture,17.12,4.7,10,FALSE,Road,1878,Mushroom Pkg (Mycelium),8.85,16.076,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,53.26,85.48,16.91,2.79,6.065996093,A,0.02352
Clothing,0.99,1.37,5,FALSE,Air,1056,Kraft Paper Mailer,1.55,3.617,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,59.74,8.67,21.6,26.22,0.481666644,D,0.00684
Furniture,63.86,238.46,6,FALSE,Road,974,Wood Crate,96.58,116.13,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,23.17,35.2,37.67,11.5,1.121316668,C,1.19232
Electronics,24.96,6.53,10,TRUE,Road,68,Mushroom Pkg (Mycelium),11.98,0.849,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,71.5,92.12,10.31,3.37,10.72201642,A,0.03266
Beauty,0.85,0.26,5,TRUE,Air,2935,PLA Bioplastic,1.34,6.237,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,49.03,14.77,29.01,33.25,0.610961716,D,0.00128
Clothing,0.18,0.1,1,FALSE,Air,1436,Kraft Paper Mailer,0.27,0.646,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,86.34,0.73,7.33,78.9,0.119508851,E,0.000483
Clothing,0.99,1.13,3,FALSE,Air,2407,Kraft Paper Mailer,1.05,6.8,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,49.13,6.15,27.29,39.39,0.270428719,E,0.005643
Furniture,13.03,35.9,5,FALSE,Road,2965,Wood Crate,15.36,53.222,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,36.58,27.62,31.09,13.44,1.066066225,C,0.17952
Furniture,13.74,37.58,5,FALSE,Road,981,Wood Crate,16.03,18.433,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,50.89,27.71,24.08,13.44,1.380896953,C,0.18792
Clothing,0.16,0.2,1,FALSE,Air,1205,Kraft Paper Mailer,0.28,0.603,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.17,0.83,6.88,78.9,0.144767421,E,0.001
Furniture,40.51,269.36,8,FALSE,Road,398,Wood Crate,109.34,53.603,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,34.46,47.05,32.13,8.92,1.757236173,B,1.3468
Electronics,17.29,6.09,9,TRUE,Road,1960,Mushroom Pkg (Mycelium),8.72,16.944,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,52.57,78.8,17.16,3.72,5.510489189,A,0.030464
Electronics,2.2,0.12,8,TRUE,Air,1293,Mushroom Pkg (Mycelium),2.48,7.112,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,49.97,30.93,18.1,4.15,2.050607622,B,0.000589
Beauty,0.24,0.03,10,TRUE,Air,2672,Mushroom Pkg (Mycelium),2.1,1.603,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,77.62,4.41,8.1,3.37,0.653333253,D,0.000144
Electronics,0.18,0,6,TRUE,Road,317,Styrofoam (EPS),1.27,0.029,105,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,92.49,1.6,3.68,0.11,0.347825992,E,0
Electronics,0.25,0.02,7,TRUE,Air,1502,Honeycomb Paper,1.5,0.939,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,82.79,2.48,8.11,13.9,0.366954332,E,8.40E-05
Beauty,0.32,0.04,8,TRUE,Air,869,Mushroom Pkg (Mycelium),1.73,0.695,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,87.37,5.91,4.57,4.15,1.551859617,B,0.00018
Clothing,1.34,4,4,TRUE,Air,2010,Wood Crate,2.4,20.1,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,28.05,15.46,35.27,16.15,0.525999418,D,0.01998
Furniture,47.16,270.12,5,FALSE,Road,2511,Wood Crate,109.05,339.136,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,8.05,29.31,45.08,13.44,0.780212937,D,1.350622
Beauty,0.27,0.04,9,TRUE,Air,1292,Mushroom Pkg (Mycelium),1.91,0.872,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,85.2,4.98,5.36,3.72,1.114925165,C,0.0002
Furniture,18.38,4.54,10,FALSE,Road,1894,Mushroom Pkg (Mycelium),9.35,17.406,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,52.08,86.88,17.34,2.79,6.012456401,A,0.022692
Home Decor,1.49,1.05,9,FALSE,Air,2278,Mushroom Pkg (Mycelium),2.4,8.486,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,46.74,24.21,19.27,3.08,1.50762836,B,0.005239
Beauty,0.51,0.24,3,TRUE,Air,1093,PLA Bioplastic,0.8,1.394,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,71.93,8.63,15.98,49.94,0.648060035,D,0.001176
Clothing,0.9,1.3,4,FALSE,Air,1434,Kraft Paper Mailer,1.32,4.66,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,56.04,7.65,23.58,31.48,0.389312961,D,0.00648
Electronics,0.27,0.02,9,TRUE,Air,2050,Mushroom Pkg (Mycelium),1.91,1.384,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,79.61,4.98,7.38,3.72,0.809755988,D,9.00E-05
Furniture,14.32,39.97,5,FALSE,Road,2302,Wood Crate,16.99,46.005,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,38.56,27.81,30.12,13.44,1.107968091,C,0.199836
Home Decor,2.77,1.09,10,FALSE,Air,2322,Mushroom Pkg (Mycelium),3.11,16.08,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,32.8,38.99,24.32,2.79,1.923848605,B,0.00546
Furniture,18,4.61,9,FALSE,Road,1671,Mushroom Pkg (Mycelium),9,15.039,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,53.96,79.49,16.66,3.08,5.725569884,A,0.02304
Clothing,0.89,1.51,4,FALSE,Air,2611,Kraft Paper Mailer,1.4,9.857,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,42.29,8.45,30.96,31.48,0.327519369,E,0.00756
Beauty,0.48,0.04,9,TRUE,Air,1212,Mushroom Pkg (Mycelium),1.99,1.454,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,78.58,8.99,7.75,3.72,1.39199982,C,0.0002
Clothing,1.67,4.16,2,TRUE,Air,1065,Kraft Paper Mailer,2.06,11.076,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,38.55,7.86,32.97,52.56,0.286078244,E,0.0208
Furniture,77.28,298.2,8,FALSE,Road,820,Wood Crate,120.88,122.262,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,22.05,47.12,38.21,8.92,1.479821997,B,1.491006
Electronics,0.2,0,5,TRUE,Air,1364,Honeycomb Paper,1.08,0.682,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,86.32,1.83,6.44,18.57,0.340993736,E,2.00E-05
Clothing,1.52,4.26,3,TRUE,Air,2655,Recycled PET Box,2.3,28.276,320,Recycled PVC Film,Plastic,1279,39.86,1.59,1.476,No,18.98,11.62,85.34,31.81,0.108928989,E,0.02132
Furniture,42.17,308.46,5,FALSE,Road,1795,Wood Crate,124.38,276.843,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,11.18,29.35,43.54,13.44,0.808911327,D,1.5423
Clothing,1.71,4.21,4,TRUE,Air,1349,Kraft Paper Mailer,2.48,14.198,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,33.66,13.68,35.59,31.48,0.461253148,D,0.02107
Electronics,1.88,0.25,8,TRUE,Air,1962,Mushroom Pkg (Mycelium),2.35,9.221,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,44.86,27.82,19.95,4.15,1.673383375,B,0.00126
Electronics,0.25,0,9,TRUE,Air,1007,Mushroom Pkg (Mycelium),1.9,0.629,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,88.45,4.59,4.18,3.72,1.317703034,C,0
Clothing,0.87,1.51,4,FALSE,Air,2366,Kraft Paper Mailer,1.4,8.932,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,44.28,8.45,29.89,31.48,0.339243883,E,0.00756
Beauty,0.58,0.2,5,TRUE,Air,986,PLA Bioplastic,1.23,1.43,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,70.77,10.8,16.64,33.25,0.778846107,D,0.001008
Furniture,14.43,38.23,4,FALSE,Road,1811,Wood Crate,16.09,34.617,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,42.52,22.34,28.18,16.15,0.951312954,C,0.19116
Furniture,13.15,6.17,10,FALSE,Road,469,Mushroom Pkg (Mycelium),7.26,3.084,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,71.23,80,10.41,2.79,9.221901131,A,0.030875
Electronics,0.22,0,8,TRUE,Road,261,Mushroom Pkg (Mycelium),1.69,0.029,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,99.6,3.96,0.14,4.15,33.9426147,A,0
Electronics,1.71,0.11,7,TRUE,Air,943,Honeycomb Paper,2.08,4.031,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,57.04,14.94,20.24,13.9,0.885770707,C,0.000558
Beauty,0.24,0.03,9,TRUE,Air,1833,Mushroom Pkg (Mycelium),1.9,1.1,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,82.61,4.38,6.29,3.72,0.83561195,D,0.000144
Beauty,0.6,0.22,4,TRUE,Air,2158,PLA Bioplastic,1.04,3.237,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,60.83,10.56,22.29,39.92,0.568506031,D,0.00112
Clothing,1.04,1.36,3,FALSE,Air,2742,Kraft Paper Mailer,1.14,9.323,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,43.07,6.89,30.54,39.39,0.270726907,E,0.00682
Beauty,0.91,0.21,4,TRUE,Air,997,PLA Bioplastic,1.16,2.268,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,62.56,14.6,21.31,39.92,0.822149187,D,0.001064
Furniture,13.99,38.5,4,FALSE,Road,2449,Wood Crate,16.2,47.143,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,38.24,22.34,30.28,16.15,0.885336827,C,0.192512
Electronics,21.68,7.87,9,TRUE,Road,2505,Mushroom Pkg (Mycelium),10.47,27.154,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,45.94,82.33,19.56,3.72,5.050919987,B,0.039325
Electronics,2.06,0.11,7,TRUE,Air,1540,Honeycomb Paper,2.22,7.931,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,45.05,16.95,25.89,13.9,0.785631488,D,0.000532
Beauty,0.39,0.03,10,TRUE,Road,694,Mushroom Pkg (Mycelium),2.16,0.135,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,97.7,7.36,0.83,3.37,10.64095103,A,0.00016
Clothing,1.85,3.86,2,TRUE,Air,989,Kraft Paper Mailer,1.94,9.544,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,40.98,7.74,31.66,52.56,0.293367015,E,0.01932
Furniture,11.43,33.26,5,FALSE,Road,432,Wood Crate,14.3,7.184,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,62.11,27.48,18.58,13.44,1.77481153,B,0.16632
Home Decor,2.87,1.13,10,FALSE,Air,1904,Mushroom Pkg (Mycelium),3.15,13.661,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,36.28,39.9,23.06,2.79,2.076322547,B,0.00567
Electronics,0.29,0,8,TRUE,Road,431,Bubble Wrap (LDPE),1.72,0.062,34,Standard Bubble Wrap (LDPE),Plastic,890,9.68,2.13,2.807,No,90.72,3.32,9.28,3.32,0.286206866,E,0
Clothing,1.23,3.65,4,TRUE,Air,1659,Kraft Paper Mailer,2.26,15.138,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,33.04,12.99,35.92,31.48,0.433964353,D,0.018252
Furniture,10.03,41.52,4,FALSE,Road,89,Wood Crate,17.41,1.848,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,73.03,22.42,13.22,16.15,2.035098182,B,0.207576
Beauty,0.51,0.18,3,TRUE,Air,1182,PLA Bioplastic,0.8,1.507,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,71.15,8.63,16.42,49.94,0.630694237,D,0.000882
Electronics,0.21,0,8,TRUE,Air,910,Mushroom Pkg (Mycelium),1.68,0.478,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,90.8,3.77,3.33,4.15,1.358558151,C,0
Home Decor,2.6,1.4,10,FALSE,Air,2868,Mushroom Pkg (Mycelium),3.04,18.642,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,29.62,37.41,25.47,2.79,1.7625441,B,0.006975
Electronics,0.2,0,5,TRUE,Air,1033,Honeycomb Paper,1.08,0.517,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,88.55,1.83,5.39,18.57,0.407421075,D,1.60E-05
Beauty,0.79,0.21,3,TRUE,Air,1290,PLA Bioplastic,0.92,2.548,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,62.31,11.87,21.45,49.94,0.664055913,D,0.001029
Electronics,16.26,9.15,9,TRUE,Road,2835,Mushroom Pkg (Mycelium),8.3,23.049,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,48.66,77.85,18.58,3.72,5.027986812,B,0.04575
Clothing,1.18,1.25,5,FALSE,Air,1379,Kraft Paper Mailer,1.5,4.309,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,56.28,8.13,23.45,26.22,0.416034097,D,0.006237
Beauty,0.32,0.05,8,TRUE,Air,1614,Mushroom Pkg (Mycelium),1.73,1.291,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,80.44,5.91,7.08,4.15,1.001694774,C,0.00025
Beauty,0.34,0.04,8,TRUE,Air,1565,Mushroom Pkg (Mycelium),1.74,1.33,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,80.02,6.28,7.23,4.15,1.042323507,C,0.0002
Electronics,1.59,0.11,7,TRUE,Air,1276,Honeycomb Paper,2.04,5.072,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,53.71,14.13,21.81,13.9,0.777441505,D,0.00056
Electronics,15.43,8.84,10,TRUE,Road,321,Mushroom Pkg (Mycelium),8.17,2.477,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,71.72,83.44,10.23,3.37,9.787682328,A,0.0442
Beauty,0.43,0.03,8,TRUE,Air,1645,Mushroom Pkg (Mycelium),1.77,1.768,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,75.9,7.97,8.72,4.15,1.096788865,C,0.00016
Clothing,1.17,3.78,3,TRUE,Air,963,Kraft Paper Mailer,2.11,9.1,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,43.26,10.69,30.44,39.39,0.421419171,D,0.0189
Electronics,2.22,0.13,8,TRUE,Road,617,Mushroom Pkg (Mycelium),2.49,0.685,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,89.06,31.09,3.96,4.15,9.421209742,A,0.000672
Clothing,1.29,3.3,3,TRUE,Air,1292,Kraft Paper Mailer,1.92,10.659,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,39.97,10.23,32.2,39.39,0.381242224,D,0.016497
Furniture,19.33,4.68,10,FALSE,Road,2413,Mushroom Pkg (Mycelium),9.73,23.322,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,48.18,87.81,18.75,2.79,5.6198397,A,0.0234
Clothing,1.88,3.6,2,TRUE,Road,529,Kraft Paper Mailer,1.84,0.952,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,79.25,7.6,11.13,52.56,0.819406934,D,0.018
Electronics,0.34,0,7,TRUE,Air,1854,Honeycomb Paper,1.54,1.576,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,76.02,3.51,11.3,13.9,0.37274333,D,0
Beauty,0.85,0.26,5,TRUE,Air,809,PLA Bioplastic,1.34,1.719,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,65.93,14.77,19.39,33.25,0.914079375,C,0.00128
Furniture,12.88,31.72,4,FALSE,Road,130,Wood Crate,13.49,2.062,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,70.41,22.1,14.51,16.15,1.827704905,B,0.158592
Electronics,1.79,0.19,8,TRUE,Air,1958,Mushroom Pkg (Mycelium),2.32,8.762,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,45.95,26.81,19.56,4.15,1.644785192,B,0.000972
Furniture,14.26,5.66,10,FALSE,Road,1216,Bubble Wrap (LDPE),7.7,8.67,34,Standard Bubble Wrap (LDPE),Plastic,890,9.68,2.13,2.807,No,39.02,54.23,60.98,2.22,0.711446364,D,0.02828
Electronics,0.17,0,6,TRUE,Air,2234,Honeycomb Paper,1.27,0.949,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,83.36,1.5,7.84,15.9,0.229591807,E,2.00E-05
Electronics,0.13,0,4,TRUE,Road,284,Corrugated Cardboard,0.85,0.018,114,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,98.51,0.19,0.77,3.99,0.296103512,E,0
Clothing,1.07,1.34,3,FALSE,Air,2893,Kraft Paper Mailer,1.14,9.692,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,42.25,6.78,30.98,39.39,0.262621037,E,0.006696
Electronics,0.17,0,5,TRUE,Road,743,Honeycomb Paper,1.07,0.063,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,97.9,1.47,0.99,18.57,1.781816382,B,2.00E-05
Clothing,0.27,0.19,2,FALSE,Air,1197,Kraft Paper Mailer,0.51,0.808,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,83.26,1.56,8.98,52.56,0.208463228,E,0.00095
