Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg,Material_ID
Electronics,0.11,0.01,5,5,1,6,True,Road,684,Honeycomb Paper,1.24,0.038,602.0
Electronics,0.13,0.0,5,4,1,4,True,Air,1396,Corrugated Cardboard,0.85,0.454,114.0
Clothing,1.03,1.41,31,19,12,4,False,Air,2226,Kraft Paper Mailer,1.36,7.847,550.0
Clothing,1.3,3.64,47,43,9,2,True,Air,1264,Kraft Paper Mailer,1.86,11.502,550.0
Electronics,23.27,6.51,118,69,4,10,True,Road,1196,Mushroom Pkg (Mycelium),11.31,13.915,601.0
Beauty,0.54,0.21,21,7,7,5,True,Air,1445,PLA Bioplastic,1.22,1.951,575.0
Beauty,0.55,0.24,21,8,7,5,True,Road,247,PLA Bioplastic,1.22,0.068,575.0
Beauty,0.57,0.24,19,8,8,3,True,Air,2675,PLA Bioplastic,0.83,3.812,575.0
Clothing,0.27,0.09,23,20,1,2,False,Air,2289,Kraft Paper Mailer,0.51,1.545,550.0
Clothing,1.01,1.41,28,21,12,3,False,Air,1567,Kraft Paper Mailer,1.16,5.524,550.0
Beauty,0.29,0.03,10,4,4,8,True,Air,2322,Mushroom Pkg (Mycelium),1.72,1.683,601.0
Clothing,0.24,0.18,23,20,2,1,False,Air,1924,Kraft Paper Mailer,0.3,1.154,550.0
Electronics,23.46,8.14,113,72,5,9,True,Road,2722,Mushroom Pkg (Mycelium),11.18,31.929,601.0
Clothing,1.19,1.18,31,19,10,3,False,Air,927,Kraft Paper Mailer,1.08,2.758,550.0
Furniture,10.81,34.68,65,58,46,5,False,Road,628,Wood Crate,14.87,10.89,405.0
Furniture,72.46,255.83,188,84,81,8,False,Road,139,Wood Crate,103.93,17.78,405.0
Furniture,19.26,5.18,108,60,4,9,False,Road,1739,Mushroom Pkg (Mycelium),9.5,16.747,601.0
Home Decor,2.78,1.35,15,15,30,10,False,Air,1792,Mushroom Pkg (Mycelium),3.11,12.454,601.0
Furniture,12.1,40.13,63,65,49,6,False,Road,892,Wood Crate,17.25,17.898,405.0
Beauty,0.44,0.05,10,5,5,8,True,Air,2460,Mushroom Pkg (Mycelium),1.78,2.706,601.0
Electronics,22.02,5.85,116,63,4,10,True,Road,1875,Corrugated Cardboard,10.81,20.644,114.0
Electronics,18.65,8.1,108,75,5,9,True,Road,1942,Mushroom Pkg (Mycelium),9.26,18.109,601.0
Electronics,1.54,0.11,30,18,1,8,True,Road,733,Mushroom Pkg (Mycelium),2.22,0.564,601.0
Furniture,17.0,4.91,91,54,5,9,False,Road,1449,Mushroom Pkg (Mycelium),8.6,12.316,601.0
Electronics,2.04,0.27,32,21,2,9,True,Air,1885,Mushroom Pkg (Mycelium),2.62,9.614,601.0
Clothing,0.16,0.21,27,19,2,1,False,Air,1222,Kraft Paper Mailer,0.28,0.642,550.0
Clothing,0.2,0.1,26,19,1,1,False,Road,585,Kraft Paper Mailer,0.28,0.059,550.0
Electronics,0.39,0.0,13,6,0,9,True,Air,949,Mushroom Pkg (Mycelium),1.96,0.925,601.0
Clothing,0.22,0.17,23,18,2,1,False,Air,941,Kraft Paper Mailer,0.29,0.518,550.0
Clothing,0.84,1.46,29,21,12,4,False,Air,817,Kraft Paper Mailer,1.38,2.982,550.0
Clothing,1.0,1.36,27,21,12,5,False,Air,2264,Kraft Paper Mailer,1.54,7.698,550.0
Clothing,1.17,1.17,27,18,12,4,False,Air,850,Kraft Paper Mailer,1.27,2.486,550.0
Clothing,0.94,1.46,29,21,12,3,False,Air,2252,Kraft Paper Mailer,1.18,8.22,550.0
Furniture,59.78,294.88,200,97,76,5,False,Road,2790,Wood Crate,118.95,411.358,405.0
Home Decor,2.96,1.22,15,14,29,10,False,Air,2332,Mushroom Pkg (Mycelium),3.18,17.257,601.0
Furniture,47.32,263.35,217,82,74,5,False,Road,2293,Wood Crate,106.34,301.931,405.0
Electronics,0.17,0.0,5,4,0,5,True,Road,327,Honeycomb Paper,1.07,0.028,602.0
Home Decor,2.89,1.06,14,14,27,9,False,Air,1952,Styrofoam (EPS),2.96,14.103,105.0
Furniture,14.93,35.19,57,63,49,4,False,Road,1989,Wood Crate,14.88,34.996,405.0
Clothing,0.19,0.08,23,18,1,2,False,Air,2841,Kraft Paper Mailer,0.48,1.349,550.0
Furniture,74.68,322.7,216,90,83,5,False,Road,2993,Wood Crate,130.08,482.921,405.0
Beauty,0.59,0.22,20,7,8,5,True,Air,2800,PLA Bioplastic,1.24,4.13,575.0
Electronics,21.54,6.6,127,65,4,9,True,Road,2876,Mushroom Pkg (Mycelium),10.42,30.975,601.0
Electronics,0.26,0.02,15,7,1,7,True,Road,777,Honeycomb Paper,1.5,0.101,602.0
Clothing,1.33,4.47,52,43,10,4,True,Air,1045,Kraft Paper Mailer,2.59,11.678,550.0
Home Decor,2.49,1.44,15,15,32,10,False,Air,2128,Mushroom Pkg (Mycelium),3.0,13.247,601.0
Beauty,0.52,0.24,21,8,7,5,True,Air,1940,PLA Bioplastic,1.21,2.522,575.0
Clothing,0.21,0.1,24,20,1,2,False,Air,1685,Styrofoam (EPS),0.48,0.885,105.0
Furniture,75.12,233.72,184,87,73,8,False,Road,1163,Wood Crate,95.09,135.908,405.0
Electronics,17.22,8.9,129,69,5,9,True,Road,87,Mushroom Pkg (Mycelium),8.69,0.749,601.0
Beauty,0.79,0.21,19,8,7,4,True,Air,2300,PLA Bioplastic,1.12,4.542,575.0
Beauty,0.57,0.22,20,7,8,4,True,Road,220,PLA Bioplastic,1.03,0.063,575.0
Electronics,0.2,0.01,5,5,1,4,True,Air,1533,Corrugated Cardboard,0.88,0.767,114.0
Beauty,0.57,0.2,20,7,7,4,True,Air,939,PLA Bioplastic,1.03,1.338,575.0
Beauty,0.85,0.21,19,8,7,3,True,Air,2549,Bubble Wrap (LDPE),0.94,5.417,34.0
Electronics,1.79,0.13,32,20,1,9,True,Road,519,Mushroom Pkg (Mycelium),2.52,0.465,601.0
Furniture,12.78,30.2,61,55,45,5,False,Road,1898,Wood Crate,13.08,28.66,405.0
Furniture,14.91,4.27,97,55,4,9,False,Road,177,Mushroom Pkg (Mycelium),7.76,1.32,601.0
Home Decor,2.67,1.44,15,15,32,9,False,Air,1309,Mushroom Pkg (Mycelium),2.87,8.738,601.0
Furniture,16.11,5.37,91,59,5,9,False,Road,1045,Mushroom Pkg (Mycelium),8.24,8.417,601.0
Clothing,1.0,3.92,49,40,10,3,True,Air,2210,Kraft Paper Mailer,2.17,21.658,550.0
Home Decor,2.01,1.43,14,16,32,9,False,Air,1699,Mushroom Pkg (Mycelium),2.6,8.537,601.0
Home Decor,2.48,1.25,13,15,32,10,False,Air,1541,Mushroom Pkg (Mycelium),2.99,9.554,601.0
Beauty,0.79,0.22,20,8,7,4,True,Air,2960,PLA Bioplastic,1.12,5.846,575.0
Furniture,53.96,283.55,194,84,87,7,False,Road,1513,Wood Crate,114.82,214.506,405.0
Beauty,0.33,0.04,10,5,4,8,True,Air,2625,Mushroom Pkg (Mycelium),1.73,2.166,601.0
Furniture,12.08,35.33,64,60,46,4,False,Road,823,Wood Crate,14.93,14.538,405.0
Electronics,1.91,0.1,29,18,1,9,True,Air,1925,Mushroom Pkg (Mycelium),2.56,9.192,601.0
Clothing,1.7,4.26,52,41,10,4,True,Road,228,Kraft Paper Mailer,2.5,0.486,550.0
Beauty,0.54,0.21,19,7,8,5,True,Air,992,PLA Bioplastic,1.22,1.339,575.0
Furniture,62.04,310.08,204,95,80,8,False,Road,1640,Wood Crate,125.63,254.266,405.0
Clothing,1.37,3.98,51,39,10,2,True,Road,336,Kraft Paper Mailer,1.99,0.669,550.0
Furniture,18.59,3.89,90,54,4,10,False,Road,410,Mushroom Pkg (Mycelium),9.44,3.811,601.0
Clothing,0.17,0.09,23,20,1,1,False,Air,2881,Kraft Paper Mailer,0.27,1.224,550.0
Electronics,2.34,0.24,32,19,2,8,True,Air,2945,Mushroom Pkg (Mycelium),2.54,17.228,601.0
Beauty,0.74,0.27,21,8,8,5,True,Air,953,PLA Bioplastic,1.3,1.763,575.0
Electronics,0.16,0.0,4,5,0,6,True,Air,964,Honeycomb Paper,1.26,0.386,602.0
Home Decor,2.16,1.13,15,14,27,9,False,Road,523,Mushroom Pkg (Mycelium),2.66,0.565,601.0
Clothing,1.92,3.7,49,42,9,3,True,Air,2987,Kraft Paper Mailer,2.08,27.63,550.0
Clothing,0.86,1.07,27,18,11,4,False,Air,1648,Kraft Paper Mailer,1.23,4.408,550.0
Beauty,0.48,0.04,9,5,4,8,True,Road,419,Mushroom Pkg (Mycelium),1.79,0.101,601.0
Beauty,0.95,0.18,18,7,7,5,True,Air,2409,PLA Bioplastic,1.38,5.721,575.0
Electronics,0.36,0.02,15,7,1,7,True,Road,703,Honeycomb Paper,1.54,0.127,602.0
Clothing,0.19,0.22,27,20,2,2,False,Road,150,Kraft Paper Mailer,0.49,0.017,550.0
Beauty,0.21,0.04,9,5,5,8,True,Road,728,Mushroom Pkg (Mycelium),1.68,0.076,601.0
Furniture,68.44,313.65,219,93,77,8,False,Road,633,Wood Crate,127.06,99.27,405.0
Furniture,16.47,5.47,96,57,5,10,False,Road,2148,Mushroom Pkg (Mycelium),8.59,17.689,601.0
Home Decor,1.57,1.39,16,14,31,10,False,Air,1982,Cornstarch Foam,2.63,7.779,368.0
Electronics,0.1,0.0,4,4,1,4,True,Road,589,Corrugated Cardboard,0.84,0.029,114.0
Beauty,0.59,0.2,18,7,8,5,True,Air,1454,PLA Bioplastic,1.24,2.145,575.0
Beauty,0.41,0.03,9,4,4,10,True,Road,604,Mushroom Pkg (Mycelium),2.16,0.124,601.0
Electronics,0.11,0.0,4,5,1,5,True,Air,1953,Honeycomb Paper,1.04,0.537,602.0
Furniture,18.68,4.49,104,54,4,9,False,Road,1906,Mushroom Pkg (Mycelium),9.27,17.802,601.0
Furniture,13.32,5.72,106,54,5,10,False,Road,793,Mushroom Pkg (Mycelium),7.33,5.281,601.0
Clothing,0.28,0.21,26,20,2,1,False,Road,219,Kraft Paper Mailer,0.31,0.031,550.0
Electronics,15.23,7.87,123,64,5,9,True,Road,1601,Mushroom Pkg (Mycelium),7.89,12.192,601.0
Beauty,0.49,0.04,9,4,5,9,True,Air,2647,Mushroom Pkg (Mycelium),2.0,3.243,601.0
Beauty,0.48,0.04,10,4,5,10,True,Air,2543,Mushroom Pkg (Mycelium),2.19,3.052,601.0
Clothing,1.01,3.4,46,37,10,3,True,Air,1405,Kraft Paper Mailer,1.96,11.943,550.0
Furniture,15.49,4.64,95,61,4,10,False,Road,2288,Mushroom Pkg (Mycelium),8.2,17.721,601.0
Clothing,0.9,1.48,32,21,11,3,False,Air,1341,Kraft Paper Mailer,1.19,4.962,550.0
Furniture,43.46,247.1,180,88,78,5,False,Road,2576,Wood Crate,99.84,318.265,405.0
Clothing,0.22,0.09,24,18,1,1,False,Road,158,Kraft Paper Mailer,0.29,0.017,550.0
Furniture,15.07,4.87,105,58,4,10,False,Road,1450,Mushroom Pkg (Mycelium),8.03,10.926,601.0
Home Decor,1.99,1.14,14,14,29,10,False,Road,582,Mushroom Pkg (Mycelium),2.8,0.579,601.0
Electronics,0.3,0.02,15,6,1,8,True,Air,1399,Mushroom Pkg (Mycelium),1.72,1.049,601.0
Furniture,13.67,32.45,55,59,50,5,False,Road,225,Wood Crate,13.98,3.651,405.0
Furniture,10.61,32.29,58,58,48,6,False,Road,1749,Wood Crate,14.12,28.238,405.0
Clothing,1.8,3.68,46,40,10,3,True,Air,2417,Kraft Paper Mailer,2.07,22.236,550.0
Clothing,0.92,1.31,28,18,13,5,False,Air,1721,Kraft Paper Mailer,1.52,5.636,550.0
Electronics,19.5,8.64,129,67,5,9,True,Road,268,Mushroom Pkg (Mycelium),9.6,2.613,601.0
Furniture,17.52,5.61,102,55,5,10,False,Road,804,Mushroom Pkg (Mycelium),9.01,7.043,601.0
Home Decor,1.23,1.14,14,14,29,10,False,Road,84,PLA Bioplastic,2.49,0.052,575.0
Beauty,0.39,0.05,10,5,5,9,True,Air,1953,Mushroom Pkg (Mycelium),1.96,1.904,601.0
Electronics,19.58,7.76,131,74,4,9,True,Road,2452,Mushroom Pkg (Mycelium),9.63,24.005,601.0
Electronics,0.21,0.02,15,6,1,8,True,Air,2115,Mushroom Pkg (Mycelium),1.68,1.11,601.0
Electronics,0.13,0.0,4,4,1,5,True,Air,2639,Honeycomb Paper,1.05,0.858,602.0
Clothing,1.09,3.96,46,43,10,4,True,Air,1288,Kraft Paper Mailer,2.38,12.751,550.0
Furniture,10.23,31.95,58,54,51,4,False,Road,702,Wood Crate,13.58,11.214,405.0
Electronics,0.13,0.0,5,4,1,6,True,Air,1275,Honeycomb Paper,1.25,0.414,602.0
Furniture,13.62,6.32,109,58,5,10,False,Road,1817,Mushroom Pkg (Mycelium),7.45,12.374,601.0
Clothing,1.6,3.69,50,41,9,2,True,Air,2578,Kraft Paper Mailer,1.88,23.782,550.0
Furniture,65.64,295.72,196,92,82,6,False,Road,1583,Wood Crate,119.49,234.062,405.0
Electronics,0.13,0.0,4,4,1,6,True,Air,2226,Honeycomb Paper,1.25,0.723,602.0
Electronics,15.04,7.91,118,67,5,10,True,Road,2444,Mushroom Pkg (Mycelium),8.02,18.379,601.0
Electronics,2.33,0.23,27,21,2,7,True,Air,2482,Honeycomb Paper,2.33,14.458,602.0
Furniture,44.62,281.55,182,91,85,7,False,Road,1968,Wood Crate,114.02,277.045,405.0
Clothing,1.84,3.42,45,38,10,4,True,Air,906,Kraft Paper Mailer,2.17,7.746,550.0
Beauty,0.23,0.04,9,5,4,10,True,Air,2803,Mushroom Pkg (Mycelium),2.09,1.612,601.0
Electronics,2.18,0.24,29,21,2,8,True,Air,2945,Mushroom Pkg (Mycelium),2.47,16.05,601.0
Electronics,15.94,6.34,110,72,4,9,True,Road,2201,Mushroom Pkg (Mycelium),8.18,17.542,601.0
Electronics,0.33,0.02,14,6,1,6,True,Road,442,Honeycomb Paper,1.33,0.073,602.0
Home Decor,2.96,1.09,14,13,30,9,False,Air,1643,Mushroom Pkg (Mycelium),2.98,12.158,601.0
Furniture,18.23,5.6,100,56,5,9,False,Road,794,Mushroom Pkg (Mycelium),9.09,7.237,601.0
Electronics,0.39,0.02,16,6,1,9,True,Road,742,Mushroom Pkg (Mycelium),1.96,0.145,601.0
Furniture,13.72,4.74,94,63,4,10,False,Road,1731,Mushroom Pkg (Mycelium),7.49,11.875,601.0
Electronics,1.77,0.12,31,19,1,9,True,Road,165,Mushroom Pkg (Mycelium),2.51,0.146,601.0
Electronics,19.24,6.29,121,65,4,10,True,Road,2613,Mushroom Pkg (Mycelium),9.7,25.137,601.0
Beauty,0.8,0.26,20,8,8,4,True,Road,792,PLA Bioplastic,1.12,0.317,575.0
Beauty,0.37,0.03,9,4,4,8,True,Air,890,Mushroom Pkg (Mycelium),1.75,0.823,601.0
Clothing,1.81,4.21,49,43,10,4,True,Air,2855,Kraft Paper Mailer,2.48,30.049,550.0
Electronics,2.22,0.27,32,21,2,8,True,Road,304,Mushroom Pkg (Mycelium),2.49,0.337,601.0
Electronics,0.14,0.0,4,4,1,4,True,Air,2242,Corrugated Cardboard,0.86,0.785,114.0
Beauty,0.48,0.04,9,5,5,8,True,Road,640,Mushroom Pkg (Mycelium),1.79,0.154,601.0
Electronics,0.2,0.0,5,4,0,6,True,Air,2003,Honeycomb Paper,1.28,1.002,602.0
Beauty,0.76,0.23,18,8,8,3,True,Road,215,PLA Bioplastic,0.9,0.082,575.0
Clothing,1.03,3.56,46,43,9,4,True,Air,2413,Kraft Paper Mailer,2.22,21.476,550.0
Furniture,17.04,5.41,109,62,4,9,False,Road,2459,Mushroom Pkg (Mycelium),8.62,20.951,601.0
Home Decor,2.21,1.21,15,13,31,9,False,Air,2130,Mushroom Pkg (Mycelium),2.68,11.768,601.0
Clothing,0.29,0.17,23,19,2,2,False,Air,1639,Kraft Paper Mailer,0.52,1.188,550.0
Clothing,0.3,0.19,24,20,2,1,False,Air,1798,Kraft Paper Mailer,0.32,1.349,550.0
Furniture,60.19,334.18,198,97,87,8,False,Road,2519,Wood Crate,135.27,420.9,405.0
Home Decor,2.02,1.13,15,14,27,9,False,Road,580,Mushroom Pkg (Mycelium),2.61,0.586,601.0
Clothing,1.11,3.62,49,41,9,2,True,Road,369,Kraft Paper Mailer,1.85,0.668,550.0
Electronics,2.03,0.11,30,18,1,7,True,Air,2252,Honeycomb Paper,2.21,11.429,602.0
Home Decor,2.66,1.34,16,14,30,9,False,Road,724,Mushroom Pkg (Mycelium),2.86,0.963,601.0
Clothing,0.28,0.17,23,19,2,1,False,Road,336,Kraft Paper Mailer,0.31,0.047,550.0
Electronics,0.15,0.0,4,4,0,5,True,Air,1345,Honeycomb Paper,1.06,0.504,602.0
Clothing,0.29,0.19,23,21,2,2,False,Road,652,Kraft Paper Mailer,0.52,0.095,550.0
Home Decor,1.37,1.13,13,14,31,10,False,Air,1780,Mushroom Pkg (Mycelium),2.55,6.097,601.0
Electronics,0.3,0.0,15,6,0,6,True,Road,81,Corrugated Cardboard,1.32,0.012,114.0
Electronics,2.41,0.24,31,19,2,7,True,Air,896,Honeycomb Paper,2.36,5.398,602.0
Electronics,0.16,0.0,4,5,1,5,True,Air,1972,Honeycomb Paper,1.06,0.789,602.0
Clothing,1.6,3.15,46,38,9,4,True,Air,2204,Kraft Paper Mailer,2.06,17.357,550.0
Electronics,0.24,0.02,15,7,1,7,True,Air,2853,Honeycomb Paper,1.5,1.712,602.0
Beauty,0.23,0.04,10,5,4,10,True,Air,1071,Mushroom Pkg (Mycelium),2.09,0.616,601.0
Furniture,76.59,331.17,210,95,83,5,False,Road,1538,Bubble Wrap (LDPE),133.47,254.67,34.0
Clothing,1.04,1.41,31,19,12,3,False,Air,834,Kraft Paper Mailer,1.16,2.94,550.0
Beauty,0.89,0.24,21,7,8,4,True,Air,1220,PLA Bioplastic,1.16,2.714,575.0
Clothing,1.08,3.67,51,36,10,4,True,Air,1223,Kraft Paper Mailer,2.27,11.221,550.0
Furniture,14.25,6.17,95,65,5,10,False,Road,983,Corrugated Cardboard,7.7,7.004,114.0
Electronics,0.12,0.0,4,5,0,5,True,Air,2449,Honeycomb Paper,1.05,0.735,602.0
Clothing,1.96,3.63,49,37,10,3,True,Air,2102,Kraft Paper Mailer,2.05,19.076,550.0
Electronics,18.13,6.29,121,65,4,9,True,Road,2710,Mushroom Pkg (Mycelium),9.05,24.566,601.0
Electronics,17.72,6.96,128,68,4,10,True,Road,2790,Mushroom Pkg (Mycelium),9.09,24.719,601.0
Beauty,0.38,0.05,10,5,5,9,True,Road,60,Mushroom Pkg (Mycelium),1.95,0.011,601.0
Electronics,0.25,0.0,15,7,0,9,True,Air,1458,Mushroom Pkg (Mycelium),1.9,0.911,601.0
Furniture,12.68,4.68,90,65,4,9,False,Road,178,Mushroom Pkg (Mycelium),6.87,1.129,601.0
Home Decor,1.7,1.18,14,15,28,9,False,Air,2440,Mushroom Pkg (Mycelium),2.48,10.37,601.0
Clothing,1.06,4.0,54,37,10,2,True,Air,2997,Kraft Paper Mailer,2.0,29.97,550.0
Furniture,72.58,267.18,185,87,83,6,False,Road,546,Wood Crate,108.07,72.94,405.0
Electronics,19.37,6.3,123,64,4,10,True,Road,2894,Mushroom Pkg (Mycelium),9.75,28.028,601.0
Furniture,19.94,3.97,92,54,4,9,False,Road,1193,Mushroom Pkg (Mycelium),9.78,11.894,601.0
Furniture,13.86,28.71,58,55,45,4,False,Road,713,Wood Crate,12.28,10.235,405.0
Electronics,22.31,8.19,117,70,5,9,True,Road,2625,Mushroom Pkg (Mycelium),10.72,29.282,601.0
Home Decor,1.87,1.09,13,15,28,9,False,Air,1578,Mushroom Pkg (Mycelium),2.55,7.377,601.0
Furniture,10.62,36.29,60,56,54,4,False,Road,2775,Wood Crate,15.32,50.352,405.0
Beauty,0.31,0.05,10,5,5,10,True,Air,2228,Mushroom Pkg (Mycelium),2.12,1.727,601.0
Electronics,2.23,0.21,29,18,2,8,True,Air,1392,Mushroom Pkg (Mycelium),2.49,7.76,601.0
Electronics,0.13,0.0,5,5,0,4,True,Air,2730,Corrugated Cardboard,0.85,0.887,114.0
Clothing,1.09,4.02,49,41,10,4,True,Air,1552,Kraft Paper Mailer,2.41,15.598,550.0
Clothing,1.56,3.11,48,36,9,2,True,Air,1436,Kraft Paper Mailer,1.64,11.165,550.0
Electronics,16.69,8.52,120,71,5,9,True,Road,550,Mushroom Pkg (Mycelium),8.48,4.59,601.0
Furniture,53.94,327.16,214,98,78,6,False,Road,1113,Wood Crate,132.06,182.065,405.0
Clothing,1.25,3.06,46,37,9,2,True,Road,325,Kraft Paper Mailer,1.62,0.497,550.0
Electronics,2.44,0.25,31,20,2,8,True,Road,150,Wood Crate,2.58,0.183,405.0
Furniture,12.34,38.86,65,61,49,5,False,Road,2644,Wood Crate,16.54,51.373,405.0
Home Decor,1.1,1.06,14,13,29,10,False,Air,2302,Mushroom Pkg (Mycelium),2.44,6.331,601.0
Beauty,0.47,0.04,10,5,4,9,True,Air,2213,Mushroom Pkg (Mycelium),1.99,2.6,601.0
Clothing,0.2,0.09,25,18,1,1,False,Road,126,Kraft Paper Mailer,0.28,0.013,550.0
Electronics,0.11,0.01,5,5,1,6,True,Road,160,Honeycomb Paper,1.24,0.009,602.0
Clothing,1.74,4.45,53,42,10,2,True,Air,2151,Kraft Paper Mailer,2.18,23.93,550.0
Clothing,0.17,0.1,26,19,1,2,False,Air,1336,Kraft Paper Mailer,0.47,0.568,550.0
Furniture,49.17,325.89,213,90,85,7,False,Road,2864,Wood Crate,131.76,466.674,405.0
Home Decor,2.34,1.22,14,14,31,9,False,Air,2208,Mushroom Pkg (Mycelium),2.74,12.917,601.0
Electronics,0.14,0.0,5,4,1,4,True,Air,2569,Corrugated Cardboard,0.86,0.899,114.0
Beauty,0.36,0.03,10,4,4,9,True,Air,2013,Mushroom Pkg (Mycelium),1.94,1.812,601.0
Electronics,0.19,0.0,4,5,0,6,True,Road,371,Honeycomb Paper,1.28,0.035,602.0
Beauty,0.49,0.04,10,5,4,8,True,Air,2953,Mushroom Pkg (Mycelium),1.8,3.617,601.0
Clothing,1.76,4.3,50,43,10,3,True,Air,2874,Kraft Paper Mailer,2.32,30.895,550.0
Clothing,0.29,0.09,23,19,1,2,False,Road,615,Kraft Paper Mailer,0.52,0.089,550.0
Furniture,46.64,274.68,218,84,75,6,False,Road,2948,Wood Crate,111.07,404.878,405.0
Beauty,0.55,0.2,18,8,7,3,True,Road,114,PLA Bioplastic,0.82,0.031,575.0
Electronics,0.14,0.01,5,5,1,5,True,Air,1445,Honeycomb Paper,1.06,0.506,602.0
Furniture,74.42,318.99,189,97,87,7,False,Road,1509,Wood Crate,129.0,240.678,405.0
Beauty,0.25,0.04,10,5,4,10,True,Road,255,Mushroom Pkg (Mycelium),2.1,0.032,601.0
Clothing,0.97,1.37,30,19,12,5,False,Air,2099,Kraft Paper Mailer,1.55,7.189,550.0
Beauty,0.36,0.04,10,5,4,10,True,Air,1623,Corrugated Cardboard,2.14,1.461,114.0
Furniture,12.34,6.68,106,63,5,9,False,Road,1369,Mushroom Pkg (Mycelium),6.74,8.447,601.0
Electronics,0.24,0.0,14,7,0,6,True,Road,439,Honeycomb Paper,1.3,0.053,602.0
Beauty,0.75,0.18,18,7,7,3,True,Road,245,PLA Bioplastic,0.9,0.092,575.0
Electronics,0.29,0.02,15,7,1,7,True,Road,75,Honeycomb Paper,1.52,0.011,602.0
Beauty,0.93,0.26,20,8,8,3,True,Air,1134,PLA Bioplastic,0.97,2.637,575.0
Clothing,1.14,1.15,29,18,11,4,False,Air,2622,Kraft Paper Mailer,1.26,7.538,550.0
Electronics,0.39,0.0,14,6,0,8,True,Air,1466,Mushroom Pkg (Mycelium),1.76,1.429,601.0
Clothing,1.19,1.56,31,21,12,3,False,Air,1010,Kraft Paper Mailer,1.22,3.939,550.0
Electronics,15.44,6.71,129,65,4,9,True,Road,1135,Mushroom Pkg (Mycelium),7.98,8.762,601.0
Clothing,1.6,3.85,52,37,10,3,True,Air,2361,Kraft Paper Mailer,2.14,22.725,550.0
Electronics,18.54,6.25,124,63,4,9,True,Road,2253,Mushroom Pkg (Mycelium),9.22,20.885,601.0
Electronics,0.12,0.0,4,5,0,5,True,Air,1228,Honeycomb Paper,1.05,0.368,602.0
Electronics,0.36,0.0,15,7,0,6,True,Air,2127,Honeycomb Paper,1.34,1.914,602.0
Electronics,18.25,5.82,112,65,4,10,True,Road,2159,Mushroom Pkg (Mycelium),9.3,19.701,601.0
Furniture,18.65,4.62,105,55,4,9,False,Road,1110,Mushroom Pkg (Mycelium),9.26,10.351,601.0
Clothing,1.08,1.15,32,18,10,5,False,Air,1619,Kraft Paper Mailer,1.46,4.655,550.0
Electronics,16.1,8.26,118,70,5,9,True,Road,526,Mushroom Pkg (Mycelium),8.24,4.234,601.0
Home Decor,1.13,1.18,14,14,30,10,False,Air,2193,Mushroom Pkg (Mycelium),2.47,6.469,601.0
Electronics,0.29,0.02,15,7,1,7,True,Air,991,Honeycomb Paper,1.52,0.718,602.0
Furniture,16.88,4.42,92,60,4,10,False,Road,301,Mushroom Pkg (Mycelium),8.75,2.54,601.0
Beauty,0.79,0.24,21,7,8,5,True,Air,2863,PLA Bioplastic,1.32,5.654,575.0
Beauty,0.28,0.03,9,4,4,10,True,Road,743,Mushroom Pkg (Mycelium),2.11,0.104,601.0
Electronics,0.22,0.02,16,6,1,6,True,Air,1452,Honeycomb Paper,1.29,0.799,602.0
Electronics,1.74,0.24,30,20,2,8,True,Air,2659,Mushroom Pkg (Mycelium),2.3,11.567,601.0
Clothing,1.69,4.37,52,42,10,4,True,Road,559,Kraft Paper Mailer,2.55,1.221,550.0
Furniture,13.64,4.39,90,61,4,10,False,Road,683,Mushroom Pkg (Mycelium),7.46,4.658,601.0
Clothing,0.98,1.41,31,19,12,4,False,Air,2798,Kraft Paper Mailer,1.36,9.863,550.0
Furniture,41.4,250.39,189,92,72,5,False,Road,1515,Wood Crate,101.16,189.67,405.0
Beauty,0.42,0.04,10,4,5,10,True,Road,676,Mushroom Pkg (Mycelium),2.17,0.142,601.0
Furniture,66.46,360.81,216,96,87,8,False,Road,96,Wood Crate,145.92,17.319,405.0
Beauty,0.82,0.22,20,7,8,4,True,Air,1449,PLA Bioplastic,1.13,2.97,575.0
Electronics,1.73,0.12,31,19,1,7,True,Road,391,Honeycomb Paper,2.09,0.338,602.0
Furniture,18.33,5.42,95,57,5,9,False,Road,2631,Mushroom Pkg (Mycelium),9.13,24.113,601.0
Electronics,0.3,0.0,14,6,0,6,True,Air,2994,Honeycomb Paper,1.32,2.245,602.0
Clothing,1.01,1.49,31,20,12,3,False,Air,1703,Kraft Paper Mailer,1.2,6.344,550.0
Clothing,1.12,3.82,53,36,10,3,True,Air,2351,Kraft Paper Mailer,2.13,22.452,550.0
Clothing,0.21,0.1,26,19,1,2,False,Air,1258,Kraft Paper Mailer,0.48,0.66,550.0
Furniture,13.62,6.17,95,65,5,9,False,Road,1685,Mushroom Pkg (Mycelium),7.25,11.475,601.0
Electronics,15.39,6.51,118,69,4,9,True,Road,257,Bubble Wrap (LDPE),7.96,1.978,34.0
Electronics,0.11,0.0,5,4,0,4,True,Air,2427,Corrugated Cardboard,0.84,0.667,114.0
Electronics,2.03,0.23,30,19,2,9,True,Air,2560,Mushroom Pkg (Mycelium),2.61,12.992,601.0
Home Decor,2.42,1.43,16,16,28,9,False,Air,2503,Mushroom Pkg (Mycelium),2.77,15.143,601.0
